,Month,Year,community_board_full,DSNY
1245,3,2015,208,6
1246,3,2015,209,10
1247,3,2015,210,2
1248,3,2015,211,1
1249,3,2015,212,7
1250,3,2015,301,1
1251,3,2015,302,1
1252,3,2015,303,8
1253,3,2015,304,1
1254,3,2015,305,10
1255,3,2015,306,5
1256,3,2015,307,2
1257,3,2015,308,1
1258,3,2015,310,5
1259,3,2015,311,1
1260,3,2015,312,6
1261,3,2015,314,1
1262,3,2015,315,6
1263,3,2015,316,5
1264,3,2015,317,6
1265,3,2015,318,7
1266,3,2015,401,4
1267,3,2015,402,6
1268,3,2015,403,4
1269,3,2015,404,2
1270,3,2015,405,18
1271,3,2015,406,7
1272,3,2015,407,7
1273,3,2015,408,6
1274,3,2015,409,1
1275,3,2015,410,5
1276,3,2015,411,6
1277,3,2015,412,17
1278,3,2015,413,8
1279,3,2015,414,4
1280,3,2016,106,1
1281,3,2016,110,1
1282,3,2016,111,1
1283,3,2016,205,2
1284,3,2016,206,2
1285,3,2016,209,1
1286,3,2016,210,2
1287,3,2016,212,1
1288,3,2016,304,1
1289,3,2016,305,2
1290,3,2016,306,2
1291,3,2016,314,1
1292,3,2016,315,1
1293,3,2016,402,1
1294,3,2016,404,1
1295,3,2016,405,1
1296,3,2016,407,1
1297,3,2016,409,2
1298,3,2016,410,1
1299,3,2016,413,1
1300,3,2017,102,7
1301,3,2017,103,2
1302,3,2017,104,1
1303,3,2017,105,2
1304,3,2017,106,2
1305,3,2017,108,4
1306,3,2017,109,2
1307,3,2017,110,6
1308,3,2017,111,2
1309,3,2017,112,3
1310,3,2017,201,2
1311,3,2017,202,2
1312,3,2017,203,1
1313,3,2017,204,2
1314,3,2017,205,3
1315,3,2017,206,2
1316,3,2017,207,3
1317,3,2017,208,8
1318,3,2017,209,6
1319,3,2017,210,8
1320,3,2017,211,9
1321,3,2017,212,7
1322,3,2017,301,2
1323,3,2017,302,4
1324,3,2017,303,1
1325,3,2017,304,6
1326,3,2017,305,7
1327,3,2017,306,2
1328,3,2017,307,2
1329,3,2017,308,1
1330,3,2017,309,3
1331,3,2017,310,8
1332,3,2017,311,8
1333,3,2017,312,6
1334,3,2017,313,2
1335,3,2017,314,5
1336,3,2017,315,7
1337,3,2017,316,2
1338,3,2017,317,9
1339,3,2017,318,16
1340,3,2017,401,6
1341,3,2017,402,2
1342,3,2017,403,4
1343,3,2017,404,9
1344,3,2017,405,13
1345,3,2017,406,7
1346,3,2017,407,11
1347,3,2017,408,12
1348,3,2017,409,6
1349,3,2017,410,12
1350,3,2017,411,5
1351,3,2017,412,20
1352,3,2017,413,13
1353,3,2018,101,2
1354,3,2018,102,34
1355,3,2018,103,54
1356,3,2018,104,13
1357,3,2018,105,18
1358,3,2018,106,3
1359,3,2018,107,12
1360,3,2018,108,9
1361,3,2018,109,5
1362,3,2018,110,10
1363,3,2018,112,13
1364,3,2018,201,7
1365,3,2018,202,3
1366,3,2018,203,5
1367,3,2018,204,9
1368,3,2018,205,12
1369,3,2018,206,10
1370,3,2018,207,3
1371,3,2018,208,6
1372,3,2018,209,4
1373,3,2018,211,7
1374,3,2018,212,5
1375,3,2018,301,53
1376,3,2018,302,13
1377,3,2018,303,29
1378,3,2018,304,33
1379,3,2018,305,6
1380,3,2018,306,16
1381,3,2018,307,47
1382,3,2018,308,28
1383,3,2018,309,6
1384,3,2018,310,30
1385,3,2018,311,28
1386,3,2018,312,40
1387,3,2018,313,8
1388,3,2018,314,13
1389,3,2018,315,31
1390,3,2018,316,15
1391,3,2018,317,5
1392,3,2018,318,13
1393,3,2018,401,50
1394,3,2018,402,26
1395,3,2018,403,8
1396,3,2018,404,13
1397,3,2018,405,9
1398,3,2018,406,1
1399,3,2018,407,10
1400,3,2018,408,8
1401,3,2018,409,25
1402,3,2018,410,1
1403,3,2018,411,2
1404,3,2018,412,31
1405,3,2018,413,10
1406,3,2018,414,5
1407,3,2019,101,23
1408,3,2019,102,85
1409,3,2019,103,158
1410,3,2019,104,48
1411,3,2019,105,49
1412,3,2019,106,36
1413,3,2019,107,57
1414,3,2019,108,69
1415,3,2019,109,23
1416,3,2019,110,56
1417,3,2019,111,26
1418,3,2019,112,47
1419,3,2019,201,28
1420,3,2019,202,14
1421,3,2019,203,42
1422,3,2019,204,22
1423,3,2019,205,15
1424,3,2019,206,17
1425,3,2019,207,13
1426,3,2019,208,17
1427,3,2019,209,41
1428,3,2019,210,62
1429,3,2019,211,51
1430,3,2019,212,87
1431,3,2019,226,1
1432,3,2019,301,225
1433,3,2019,302,90
1434,3,2019,303,243
1435,3,2019,304,177
1436,3,2019,305,174
1437,3,2019,306,139
1438,3,2019,307,99
1439,3,2019,308,86
1440,3,2019,309,69
1441,3,2019,310,143
1442,3,2019,311,155
1443,3,2019,312,162
1444,3,2019,313,26
1445,3,2019,314,90
1446,3,2019,315,142
1447,3,2019,316,68
1448,3,2019,317,122
1449,3,2019,318,257
1450,3,2019,355,1
1451,3,2019,401,134
1452,3,2019,402,38
1453,3,2019,403,57
1454,3,2019,404,59
1455,3,2019,405,160
1456,3,2019,406,56
1457,3,2019,407,172
1458,3,2019,408,72
1459,3,2019,409,266
1460,3,2019,410,121
1461,3,2019,411,69
1462,3,2019,412,188
1463,3,2019,413,148
1464,3,2019,414,46
1465,4,2010,102,4
1466,4,2010,103,2
1467,4,2010,104,3
1468,4,2010,105,3
1469,4,2010,106,1
1470,4,2010,107,6
1471,4,2010,108,1
1472,4,2010,109,4
1473,4,2010,110,3
1474,4,2010,111,2
1475,4,2010,112,2
1476,4,2010,202,4
1477,4,2010,203,3
1478,4,2010,204,1
1479,4,2010,205,4
1480,4,2010,207,3
1481,4,2010,208,7
1482,4,2010,209,4
1483,4,2010,210,4
1484,4,2010,211,8
1485,4,2010,212,8
1486,4,2010,302,5
1487,4,2010,303,12
1488,4,2010,304,6
1489,4,2010,305,15
1490,4,2010,306,3
1491,4,2010,307,5
1492,4,2010,308,4
1493,4,2010,309,1
1494,4,2010,310,7
1495,4,2010,311,5
1496,4,2010,312,1
1497,4,2010,313,4
1498,4,2010,314,4
1499,4,2010,315,11
1500,4,2010,316,1
1501,4,2010,318,9
1502,4,2010,401,1
1503,4,2010,402,6
1504,4,2010,403,10
1505,4,2010,404,3
1506,4,2010,405,6
1507,4,2010,406,2
1508,4,2010,407,6
1509,4,2010,408,7
1510,4,2010,409,6
1511,4,2010,410,8
1512,4,2010,411,3
1513,4,2010,412,14
1514,4,2010,413,18
1515,4,2010,414,10
1516,4,2011,102,1
1517,4,2011,103,5
1518,4,2011,104,1
1519,4,2011,105,1
1520,4,2011,106,1
1521,4,2011,107,1
1522,4,2011,109,3
1523,4,2011,110,3
1524,4,2011,111,1
1525,4,2011,112,2
1526,4,2011,202,1
1527,4,2011,205,1
1528,4,2011,207,2
1529,4,2011,208,3
1530,4,2011,209,2
1531,4,2011,210,3
1532,4,2011,211,6
1533,4,2011,212,3
1534,4,2011,301,1
1535,4,2011,302,3
1536,4,2011,303,11
1537,4,2011,304,5
1538,4,2011,305,8
1539,4,2011,306,5
1540,4,2011,307,4
1541,4,2011,308,2
1542,4,2011,309,3
1543,4,2011,310,2
1544,4,2011,311,4
1545,4,2011,312,7
1546,4,2011,313,6
1547,4,2011,314,7
1548,4,2011,315,9
1549,4,2011,316,1
1550,4,2011,317,3
1551,4,2011,318,5
1552,4,2011,402,12
1553,4,2011,403,2
1554,4,2011,404,6
1555,4,2011,405,4
1556,4,2011,407,4
1557,4,2011,408,5
1558,4,2011,409,10
1559,4,2011,410,5
1560,4,2011,411,2
1561,4,2011,412,9
1562,4,2011,413,13
1563,4,2012,102,1
1564,4,2012,105,3
1565,4,2012,106,1
1566,4,2012,107,1
1567,4,2012,108,1
1568,4,2012,110,4
1569,4,2012,112,2
1570,4,2012,201,1
1571,4,2012,202,1
1572,4,2012,204,1
1573,4,2012,205,3
1574,4,2012,206,1
1575,4,2012,208,2
1576,4,2012,209,1
1577,4,2012,210,3
1578,4,2012,211,3
1579,4,2012,212,2
1580,4,2012,301,1
1581,4,2012,302,2
1582,4,2012,303,3
1583,4,2012,304,3
1584,4,2012,305,2
1585,4,2012,306,2
1586,4,2012,310,3
1587,4,2012,312,1
1588,4,2012,313,1
1589,4,2012,314,2
1590,4,2012,315,4
1591,4,2012,316,1
1592,4,2012,317,1
1593,4,2012,318,2
1594,4,2012,401,1
1595,4,2012,402,1
1596,4,2012,403,2
1597,4,2012,404,4
1598,4,2012,405,2
1599,4,2012,406,1
1600,4,2012,407,8
1601,4,2012,408,4
1602,4,2012,410,5
1603,4,2012,411,9
1604,4,2012,412,12
1605,4,2012,413,1
1606,4,2012,414,3
1607,4,2013,101,1
1608,4,2013,102,5
1609,4,2013,103,2
1610,4,2013,104,4
1611,4,2013,105,4
1612,4,2013,106,2
1613,4,2013,107,1
1614,4,2013,108,1
1615,4,2013,109,4
1616,4,2013,110,1
1617,4,2013,111,3
1618,4,2013,112,3
1619,4,2013,201,2
1620,4,2013,203,5
1621,4,2013,204,2
1622,4,2013,206,3
1623,4,2013,207,5
1624,4,2013,208,3
1625,4,2013,209,5
1626,4,2013,210,5
1627,4,2013,211,1
1628,4,2013,212,12
1629,4,2013,301,6
1630,4,2013,302,1
1631,4,2013,303,3
1632,4,2013,304,3
1633,4,2013,305,8
1634,4,2013,306,5
1635,4,2013,307,1
1636,4,2013,308,3
1637,4,2013,310,1
1638,4,2013,311,11
1639,4,2013,312,18
1640,4,2013,313,7
1641,4,2013,314,1
1642,4,2013,315,12
1643,4,2013,316,3
1644,4,2013,317,5
1645,4,2013,318,13
1646,4,2013,401,9
1647,4,2013,402,2
1648,4,2013,403,14
1649,4,2013,404,3
1650,4,2013,405,6
1651,4,2013,406,6
1652,4,2013,407,11
1653,4,2013,408,8
1654,4,2013,409,1
1655,4,2013,410,12
1656,4,2013,411,4
1657,4,2013,412,24
1658,4,2013,413,6
1659,4,2013,414,2
1660,4,2014,103,3
1661,4,2014,104,2
1662,4,2014,111,1
1663,4,2014,112,2
1664,4,2014,202,1
1665,4,2014,203,1
1666,4,2014,204,1
1667,4,2014,205,1
1668,4,2014,206,2
1669,4,2014,208,1
1670,4,2014,210,1
1671,4,2014,211,3
1672,4,2014,212,2
1673,4,2014,301,3
1674,4,2014,302,2
1675,4,2014,303,4
1676,4,2014,305,1
1677,4,2014,306,3
1678,4,2014,307,4
1679,4,2014,308,1
1680,4,2014,309,1
1681,4,2014,310,1
1682,4,2014,311,1
1683,4,2014,312,2
1684,4,2014,313,1
1685,4,2014,314,1
1686,4,2014,315,2
1687,4,2014,316,2
1688,4,2014,317,2
1689,4,2014,318,3
1690,4,2014,401,2
1691,4,2014,402,2
1692,4,2014,403,4
1693,4,2014,404,1
1694,4,2014,405,5
1695,4,2014,406,2
1696,4,2014,407,5
1697,4,2014,408,4
1698,4,2014,409,3
1699,4,2014,410,1
1700,4,2014,411,6
1701,4,2014,412,5
1702,4,2014,413,2
1703,4,2014,414,3
1704,4,2015,102,3
1705,4,2015,103,4
1706,4,2015,104,1
1707,4,2015,106,2
1708,4,2015,107,2
1709,4,2015,108,1
1710,4,2015,110,3
1711,4,2015,112,1
1712,4,2015,201,1
1713,4,2015,202,1
1714,4,2015,203,2
1715,4,2015,204,1
1716,4,2015,205,1
1717,4,2015,206,4
1718,4,2015,207,3
1719,4,2015,208,4
1720,4,2015,209,8
1721,4,2015,210,3
1722,4,2015,211,6
1723,4,2015,212,6
1724,4,2015,301,5
1725,4,2015,302,3
1726,4,2015,303,5
1727,4,2015,304,3
1728,4,2015,305,6
1729,4,2015,306,3
1730,4,2015,307,4
1731,4,2015,308,2
1732,4,2015,309,3
1733,4,2015,311,2
1734,4,2015,312,3
1735,4,2015,313,1
1736,4,2015,314,3
1737,4,2015,315,2
1738,4,2015,317,6
1739,4,2015,318,4
1740,4,2015,401,7
1741,4,2015,402,5
1742,4,2015,403,2
1743,4,2015,404,3
1744,4,2015,405,15
1745,4,2015,406,5
1746,4,2015,407,1
1747,4,2015,408,9
1748,4,2015,409,9
1749,4,2015,410,11
1750,4,2015,411,4
1751,4,2015,412,19
1752,4,2015,413,19
1753,4,2015,414,5
1754,4,2016,103,2
1755,4,2016,104,1
1756,4,2016,105,1
1757,4,2016,107,1
1758,4,2016,108,1
1759,4,2016,112,1
1760,4,2016,205,3
1761,4,2016,206,3
1762,4,2016,207,2
1763,4,2016,209,1
1764,4,2016,211,3
1765,4,2016,212,5
1766,4,2016,301,4
1767,4,2016,303,3
1768,4,2016,306,2
1769,4,2016,307,1
1770,4,2016,310,4
1771,4,2016,311,2
1772,4,2016,312,3
1773,4,2016,313,2
1774,4,2016,314,1
1775,4,2016,315,1
1776,4,2016,317,3
1777,4,2016,318,4
1778,4,2016,402,1
1779,4,2016,403,2
1780,4,2016,404,1
1781,4,2016,405,1
1782,4,2016,407,3
1783,4,2016,408,2
1784,4,2016,409,1
1785,4,2016,411,1
1786,4,2016,412,6
1787,4,2016,413,4
1788,4,2016,414,2
1789,4,2017,102,1
1790,4,2017,103,2
1791,4,2017,104,3
1792,4,2017,105,1
1793,4,2017,106,2
1794,4,2017,107,1
1795,4,2017,108,3
1796,4,2017,109,3
1797,4,2017,110,2
1798,4,2017,112,1
1799,4,2017,201,1
1800,4,2017,202,2
1801,4,2017,203,2
1802,4,2017,204,1
1803,4,2017,206,3
1804,4,2017,207,2
1805,4,2017,208,2
1806,4,2017,209,12
1807,4,2017,210,9
1808,4,2017,211,5
1809,4,2017,212,9
1810,4,2017,301,3
1811,4,2017,302,3
1812,4,2017,303,4
1813,4,2017,305,8
1814,4,2017,307,4
1815,4,2017,310,8
1816,4,2017,311,3
1817,4,2017,312,10
1818,4,2017,313,2
1819,4,2017,314,6
1820,4,2017,315,10
1821,4,2017,316,4
1822,4,2017,317,8
1823,4,2017,318,17
1824,4,2017,401,4
1825,4,2017,402,7
1826,4,2017,403,5
1827,4,2017,404,4
1828,4,2017,405,5
1829,4,2017,406,7
1830,4,2017,407,7
1831,4,2017,408,6
1832,4,2017,409,14
1833,4,2017,410,6
1834,4,2017,411,5
1835,4,2017,412,25
1836,4,2017,413,11
1837,4,2017,414,1
1838,4,2018,101,4
1839,4,2018,102,21
1840,4,2018,103,20
1841,4,2018,104,20
1842,4,2018,105,24
1843,4,2018,106,3
1844,4,2018,107,10
1845,4,2018,108,14
1846,4,2018,109,8
1847,4,2018,110,25
1848,4,2018,111,4
1849,4,2018,112,26
1850,4,2018,201,29
1851,4,2018,202,10
1852,4,2018,203,8
1853,4,2018,204,48
1854,4,2018,205,49
1855,4,2018,206,44
1856,4,2018,207,31
1857,4,2018,208,4
1858,4,2018,209,14
1859,4,2018,210,5
1860,4,2018,211,7
1861,4,2018,212,5
1862,4,2018,301,356
1863,4,2018,302,20
1864,4,2018,303,30
1865,4,2018,304,34
1866,4,2018,305,24
1867,4,2018,306,132
1868,4,2018,307,37
1869,4,2018,308,38
1870,4,2018,309,2
1871,4,2018,310,20
1872,4,2018,311,51
1873,4,2018,312,82
1874,4,2018,313,30
1875,4,2018,314,21
1876,4,2018,315,12
1877,4,2018,316,4
1878,4,2018,317,16
1879,4,2018,318,13
1880,4,2018,401,28
1881,4,2018,402,11
1882,4,2018,403,4
1883,4,2018,404,8
1884,4,2018,405,11
1885,4,2018,406,8
1886,4,2018,407,7
1887,4,2018,408,2
1888,4,2018,409,9
1889,4,2018,410,11
1890,4,2018,411,7
1891,4,2018,412,14
1892,4,2018,413,6
1893,4,2018,414,7
1894,4,2019,101,154
1895,4,2019,102,392
1896,4,2019,103,412
1897,4,2019,104,352
1898,4,2019,105,180
1899,4,2019,106,223
1900,4,2019,107,391
1901,4,2019,108,361
1902,4,2019,109,103
1903,4,2019,110,262
1904,4,2019,111,132
1905,4,2019,112,205
1906,4,2019,201,145
1907,4,2019,202,133
1908,4,2019,203,221
1909,4,2019,204,134
1910,4,2019,205,136
1911,4,2019,206,216
1912,4,2019,207,134
1913,4,2019,208,137
1914,4,2019,209,321
1915,4,2019,210,425
1916,4,2019,211,324
1917,4,2019,212,608
1918,4,2019,226,2
1919,4,2019,301,1002
1920,4,2019,302,493
1921,4,2019,303,1044
1922,4,2019,304,549
1923,4,2019,305,949
1924,4,2019,306,992
1925,4,2019,307,549
1926,4,2019,308,452
1927,4,2019,309,261
1928,4,2019,310,899
1929,4,2019,311,679
1930,4,2019,312,1056
1931,4,2019,313,182
1932,4,2019,314,518
1933,4,2019,315,694
1934,4,2019,316,343
1935,4,2019,317,741
1936,4,2019,318,1156
1937,4,2019,355,2
1938,4,2019,401,824
1939,4,2019,402,342
1940,4,2019,403,445
1941,4,2019,404,297
1942,4,2019,405,1477
1943,4,2019,406,283
1944,4,2019,407,955
1945,4,2019,408,485
1946,4,2019,409,923
1947,4,2019,410,970
1948,4,2019,411,697
1949,4,2019,412,1115
1950,4,2019,413,1133
1951,4,2019,414,480
1952,5,2010,102,7
1953,5,2010,103,55
1954,5,2010,104,4
1955,5,2010,105,3
1956,5,2010,106,9
1957,5,2010,107,5
1958,5,2010,108,19
1959,5,2010,109,1
1960,5,2010,110,4
1961,5,2010,111,2
1962,5,2010,112,3
1963,5,2010,202,2
1964,5,2010,203,5
1965,5,2010,204,4
1966,5,2010,205,5
1967,5,2010,206,7
1968,5,2010,207,7
1969,5,2010,208,5
1970,5,2010,209,12
1971,5,2010,210,6
1972,5,2010,211,3
1973,5,2010,212,14
1974,5,2010,302,5
1975,5,2010,303,16
1976,5,2010,304,13
1977,5,2010,305,14
1978,5,2010,306,5
1979,5,2010,307,11
1980,5,2010,308,9
1981,5,2010,309,6
1982,5,2010,310,7
1983,5,2010,311,2
1984,5,2010,312,6
1985,5,2010,313,7
1986,5,2010,314,8
1987,5,2010,315,13
1988,5,2010,316,9
1989,5,2010,317,10
1990,5,2010,318,8
1991,5,2010,402,5
1992,5,2010,403,11
1993,5,2010,404,10
1994,5,2010,405,12
1995,5,2010,406,10
1996,5,2010,407,13
1997,5,2010,408,7
1998,5,2010,409,15
1999,5,2010,410,17
2000,5,2010,411,8
2001,5,2010,412,30
2002,5,2010,413,17
2003,5,2010,414,9
2004,5,2011,102,1
2005,5,2011,103,3
2006,5,2011,104,1
2007,5,2011,106,1
2008,5,2011,107,1
2009,5,2011,109,2
2010,5,2011,110,1
2011,5,2011,111,1
2012,5,2011,112,2
2013,5,2011,202,1
2014,5,2011,204,4
2015,5,2011,205,3
2016,5,2011,206,2
2017,5,2011,207,4
2018,5,2011,208,5
2019,5,2011,209,6
2020,5,2011,210,4
2021,5,2011,211,5
2022,5,2011,212,7
2023,5,2011,302,1
2024,5,2011,303,7
2025,5,2011,304,5
2026,5,2011,305,7
2027,5,2011,306,2
2028,5,2011,307,4
2029,5,2011,308,1
2030,5,2011,309,2
2031,5,2011,310,3
2032,5,2011,311,6
2033,5,2011,312,4
2034,5,2011,313,3
2035,5,2011,314,4
2036,5,2011,315,5
2037,5,2011,316,11
2038,5,2011,317,2
2039,5,2011,318,3
2040,5,2011,402,2
2041,5,2011,403,2
2042,5,2011,404,3
2043,5,2011,405,5
2044,5,2011,406,3
2045,5,2011,407,7
2046,5,2011,408,2
2047,5,2011,409,5
2048,5,2011,410,7
2049,5,2011,411,3
2050,5,2011,412,22
2051,5,2011,413,9
2052,5,2011,414,10
2053,5,2012,103,2
2054,5,2012,104,1
2055,5,2012,107,1
2056,5,2012,111,5
2057,5,2012,112,2
2058,5,2012,201,1
2059,5,2012,203,3
2060,5,2012,204,2
2061,5,2012,206,1
2062,5,2012,207,1
2063,5,2012,208,2
2064,5,2012,209,1
2065,5,2012,210,1
2066,5,2012,211,1
2067,5,2012,212,2
2068,5,2012,302,2
2069,5,2012,303,4
2070,5,2012,304,1
2071,5,2012,305,1
2072,5,2012,306,2
2073,5,2012,307,1
2074,5,2012,308,1
2075,5,2012,310,1
2076,5,2012,312,3
2077,5,2012,314,1
2078,5,2012,315,2
2079,5,2012,318,5
2080,5,2012,403,3
2081,5,2012,405,8
2082,5,2012,406,2
2083,5,2012,407,9
2084,5,2012,408,8
2085,5,2012,409,2
2086,5,2012,410,3
2087,5,2012,411,3
2088,5,2012,412,13
2089,5,2012,413,2
2090,5,2012,414,2
2091,5,2013,105,1
2092,5,2013,107,1
2093,5,2013,110,1
2094,5,2013,111,1
2095,5,2013,112,1
2096,5,2013,203,2
2097,5,2013,204,2
2098,5,2013,205,1
2099,5,2013,206,1
2100,5,2013,207,1
2101,5,2013,208,1
2102,5,2013,209,2
2103,5,2013,210,2
2104,5,2013,211,1
2105,5,2013,212,5
2106,5,2013,303,1
2107,5,2013,304,1
2108,5,2013,305,3
2109,5,2013,308,2
2110,5,2013,311,1
2111,5,2013,312,1
2112,5,2013,313,2
2113,5,2013,314,1
2114,5,2013,315,3
2115,5,2013,317,1
2116,5,2013,318,1
2117,5,2013,401,1
2118,5,2013,402,1
2119,5,2013,403,3
2120,5,2013,405,3
2121,5,2013,406,2
2122,5,2013,407,4
2123,5,2013,408,5
2124,5,2013,409,3
2125,5,2013,410,4
2126,5,2013,411,3
2127,5,2013,412,11
2128,5,2013,413,3
2129,5,2013,414,1
2130,5,2014,102,1
2131,5,2014,103,4
2132,5,2014,104,2
2133,5,2014,105,1
2134,5,2014,106,3
2135,5,2014,108,3
2136,5,2014,111,1
2137,5,2014,112,3
2138,5,2014,201,1
2139,5,2014,203,1
2140,5,2014,204,5
2141,5,2014,205,1
2142,5,2014,206,1
2143,5,2014,207,1
2144,5,2014,208,4
2145,5,2014,211,5
2146,5,2014,212,3
2147,5,2014,302,2
2148,5,2014,303,1
2149,5,2014,304,3
2150,5,2014,305,2
2151,5,2014,306,1
2152,5,2014,307,1
2153,5,2014,308,1
2154,5,2014,309,1
2155,5,2014,310,1
2156,5,2014,311,3
2157,5,2014,312,3
2158,5,2014,313,3
2159,5,2014,314,5
2160,5,2014,315,6
2161,5,2014,316,1
2162,5,2014,317,2
2163,5,2014,318,5
2164,5,2014,401,2
2165,5,2014,403,1
2166,5,2014,405,3
2167,5,2014,406,2
2168,5,2014,407,9
2169,5,2014,408,5
2170,5,2014,409,2
2171,5,2014,410,2
2172,5,2014,411,2
2173,5,2014,412,9
2174,5,2014,413,7
2175,5,2014,414,4
2176,5,2015,102,3
2177,5,2015,103,3
2178,5,2015,104,4
2179,5,2015,105,1
2180,5,2015,106,1
2181,5,2015,107,3
2182,5,2015,108,3
2183,5,2015,109,1
2184,5,2015,110,4
2185,5,2015,111,1
2186,5,2015,112,7
2187,5,2015,203,2
2188,5,2015,204,4
2189,5,2015,205,2
2190,5,2015,206,2
2191,5,2015,207,1
2192,5,2015,208,8
2193,5,2015,209,6
2194,5,2015,210,4
2195,5,2015,211,4
2196,5,2015,212,11
2197,5,2015,301,3
2198,5,2015,302,4
2199,5,2015,303,2
2200,5,2015,304,1
2201,5,2015,305,6
2202,5,2015,306,4
2203,5,2015,307,5
2204,5,2015,308,5
2205,5,2015,309,2
2206,5,2015,310,6
2207,5,2015,311,1
2208,5,2015,312,3
2209,5,2015,313,3
2210,5,2015,314,4
2211,5,2015,315,9
2212,5,2015,316,3
2213,5,2015,317,5
2214,5,2015,318,8
2215,5,2015,401,6
2216,5,2015,402,4
2217,5,2015,403,3
2218,5,2015,404,7
2219,5,2015,405,2
2220,5,2015,406,8
2221,5,2015,407,13
2222,5,2015,408,12
2223,5,2015,409,10
2224,5,2015,410,5
2225,5,2015,411,11
2226,5,2015,412,23
2227,5,2015,413,16
2228,5,2015,414,1
2229,5,2016,102,4
2230,5,2016,103,8
2231,5,2016,104,3
2232,5,2016,105,2
2233,5,2016,106,3
2234,5,2016,107,4
2235,5,2016,108,2
2236,5,2016,110,4
2237,5,2016,111,2
2238,5,2016,112,4
2239,5,2016,201,2
2240,5,2016,202,3
2241,5,2016,203,1
2242,5,2016,204,5
2243,5,2016,205,2
2244,5,2016,206,7
2245,5,2016,207,2
2246,5,2016,208,5
2247,5,2016,209,12
2248,5,2016,210,2
2249,5,2016,211,3
2250,5,2016,212,8
2251,5,2016,301,16
2252,5,2016,302,1
2253,5,2016,303,11
2254,5,2016,304,2
2255,5,2016,305,11
2256,5,2016,306,1
2257,5,2016,307,3
2258,5,2016,308,1
2259,5,2016,309,3
2260,5,2016,310,4
2261,5,2016,311,4
2262,5,2016,312,5
2263,5,2016,313,3
2264,5,2016,314,3
2265,5,2016,315,3
2266,5,2016,316,1
2267,5,2016,317,8
2268,5,2016,318,11
2269,5,2016,401,3
2270,5,2016,402,3
2271,5,2016,403,5
2272,5,2016,404,4
2273,5,2016,405,6
2274,5,2016,406,3
2275,5,2016,407,12
2276,5,2016,408,8
2277,5,2016,409,6
2278,5,2016,410,19
2279,5,2016,411,8
2280,5,2016,412,21
2281,5,2016,413,6
2282,5,2016,414,3
2283,5,2017,102,9
2284,5,2017,103,60
2285,5,2017,104,7
2286,5,2017,105,2
2287,5,2017,106,5
2288,5,2017,107,3
2289,5,2017,108,2
2290,5,2017,109,7
2291,5,2017,110,4
2292,5,2017,111,2
2293,5,2017,112,8
2294,5,2017,201,4
2295,5,2017,202,2
2296,5,2017,203,1
2297,5,2017,204,3
2298,5,2017,205,4
2299,5,2017,206,4
2300,5,2017,207,2
2301,5,2017,208,10
2302,5,2017,209,11
2303,5,2017,210,8
2304,5,2017,211,8
2305,5,2017,212,3
2306,5,2017,301,31
2307,5,2017,302,4
2308,5,2017,303,8
2309,5,2017,304,3
2310,5,2017,305,12
2311,5,2017,306,3
2312,5,2017,307,20
2313,5,2017,308,3
2314,5,2017,309,4
2315,5,2017,310,16
2316,5,2017,311,8
2317,5,2017,312,7
2318,5,2017,313,3
2319,5,2017,314,4
2320,5,2017,315,10
2321,5,2017,316,8
2322,5,2017,317,6
2323,5,2017,318,16
2324,5,2017,401,8
2325,5,2017,402,4
2326,5,2017,403,5
2327,5,2017,404,9
2328,5,2017,405,10
2329,5,2017,406,5
2330,5,2017,407,6
2331,5,2017,408,9
2332,5,2017,409,8
2333,5,2017,410,8
2334,5,2017,411,3
2335,5,2017,412,22
2336,5,2017,413,7
2337,5,2017,414,3
2338,5,2018,101,6
2339,5,2018,102,29
2340,5,2018,103,35
2341,5,2018,104,25
2342,5,2018,105,14
2343,5,2018,106,4
2344,5,2018,107,6
2345,5,2018,108,6
2346,5,2018,109,7
2347,5,2018,110,4
2348,5,2018,112,29
2349,5,2018,201,14
2350,5,2018,202,15
2351,5,2018,203,4
2352,5,2018,204,11
2353,5,2018,205,21
2354,5,2018,206,9
2355,5,2018,207,16
2356,5,2018,208,5
2357,5,2018,209,19
2358,5,2018,210,4
2359,5,2018,211,12
2360,5,2018,212,8
2361,5,2018,301,158
2362,5,2018,302,18
2363,5,2018,303,57
2364,5,2018,304,62
2365,5,2018,305,14
2366,5,2018,306,23
2367,5,2018,307,31
2368,5,2018,308,20
2369,5,2018,309,15
2370,5,2018,310,15
2371,5,2018,311,16
2372,5,2018,312,15
2373,5,2018,313,9
2374,5,2018,314,7
2375,5,2018,315,26
2376,5,2018,316,25
2377,5,2018,317,8
2378,5,2018,318,20
2379,5,2018,401,38
2380,5,2018,402,23
2381,5,2018,403,17
2382,5,2018,404,8
2383,5,2018,405,6
2384,5,2018,406,5
2385,5,2018,407,61
2386,5,2018,408,5
2387,5,2018,409,22
2388,5,2018,410,14
2389,5,2018,411,4
2390,5,2018,412,29
2391,5,2018,413,11
2392,5,2018,414,4
2393,6,2010,102,2
2394,6,2010,103,3
2395,6,2010,106,3
2396,6,2010,107,1
2397,6,2010,108,3
2398,6,2010,109,2
2399,6,2010,110,5
2400,6,2010,111,4
2401,6,2010,112,2
2402,6,2010,203,6
2403,6,2010,204,2
2404,6,2010,205,3
2405,6,2010,206,5
2406,6,2010,207,1
2407,6,2010,208,3
2408,6,2010,209,6
