,Month,Year,community_board_full,DPR
1247,3,2017,311,5
1248,3,2017,312,16
1249,3,2017,313,14
1250,3,2017,314,5
1251,3,2017,315,3
1252,3,2017,316,3
1253,3,2017,317,1
1254,3,2017,318,16
1255,3,2017,355,1
1256,3,2017,401,9
1257,3,2017,402,13
1258,3,2017,403,1
1259,3,2017,404,4
1260,3,2017,405,18
1261,3,2017,406,7
1262,3,2017,407,25
1263,3,2017,408,8
1264,3,2017,409,1
1265,3,2017,410,6
1266,3,2017,411,3
1267,3,2017,412,5
1268,3,2017,413,8
1269,3,2017,414,12
1270,3,2018,101,1
1271,3,2018,102,14
1272,3,2018,103,35
1273,3,2018,104,8
1274,3,2018,105,5
1275,3,2018,106,13
1276,3,2018,107,23
1277,3,2018,108,10
1278,3,2018,109,19
1279,3,2018,110,5
1280,3,2018,111,13
1281,3,2018,112,33
1282,3,2018,201,1
1283,3,2018,202,5
1284,3,2018,203,4
1285,3,2018,204,5
1286,3,2018,205,2
1287,3,2018,206,1
1288,3,2018,207,11
1289,3,2018,208,17
1290,3,2018,209,10
1291,3,2018,210,10
1292,3,2018,211,3
1293,3,2018,212,7
1294,3,2018,301,31
1295,3,2018,302,20
1296,3,2018,303,43
1297,3,2018,304,3
1298,3,2018,305,13
1299,3,2018,306,18
1300,3,2018,307,18
1301,3,2018,308,16
1302,3,2018,309,2
1303,3,2018,310,20
1304,3,2018,311,5
1305,3,2018,312,11
1306,3,2018,313,16
1307,3,2018,314,4
1308,3,2018,315,6
1309,3,2018,316,9
1310,3,2018,317,2
1311,3,2018,318,14
1312,3,2018,401,18
1313,3,2018,402,8
1314,3,2018,403,4
1315,3,2018,404,7
1316,3,2018,405,15
1317,3,2018,406,11
1318,3,2018,407,29
1319,3,2018,408,26
1320,3,2018,409,3
1321,3,2018,410,8
1322,3,2018,411,13
1323,3,2018,412,9
1324,3,2018,413,19
1325,3,2018,414,14
1326,3,2019,101,5
1327,3,2019,102,21
1328,3,2019,103,20
1329,3,2019,104,19
1330,3,2019,105,7
1331,3,2019,106,8
1332,3,2019,107,24
1333,3,2019,108,25
1334,3,2019,109,7
1335,3,2019,110,9
1336,3,2019,111,4
1337,3,2019,112,28
1338,3,2019,164,1
1339,3,2019,201,6
1340,3,2019,202,1
1341,3,2019,203,1
1342,3,2019,204,15
1343,3,2019,205,1
1344,3,2019,207,9
1345,3,2019,208,15
1346,3,2019,209,6
1347,3,2019,210,16
1348,3,2019,211,7
1349,3,2019,212,14
1350,3,2019,301,11
1351,3,2019,302,22
1352,3,2019,303,16
1353,3,2019,304,27
1354,3,2019,305,13
1355,3,2019,306,24
1356,3,2019,307,13
1357,3,2019,308,8
1358,3,2019,309,6
1359,3,2019,310,50
1360,3,2019,311,13
1361,3,2019,312,16
1362,3,2019,313,4
1363,3,2019,314,4
1364,3,2019,315,33
1365,3,2019,316,3
1366,3,2019,317,4
1367,3,2019,318,18
1368,3,2019,355,1
1369,3,2019,401,19
1370,3,2019,402,17
1371,3,2019,403,11
1372,3,2019,404,15
1373,3,2019,405,39
1374,3,2019,406,13
1375,3,2019,407,26
1376,3,2019,408,31
1377,3,2019,409,7
1378,3,2019,410,18
1379,3,2019,411,27
1380,3,2019,412,19
1381,3,2019,413,20
1382,3,2019,414,8
1383,4,2010,101,4
1384,4,2010,102,19
1385,4,2010,103,22
1386,4,2010,104,5
1387,4,2010,105,15
1388,4,2010,106,6
1389,4,2010,107,27
1390,4,2010,108,14
1391,4,2010,109,11
1392,4,2010,110,5
1393,4,2010,111,8
1394,4,2010,112,25
1395,4,2010,201,1
1396,4,2010,202,3
1397,4,2010,203,13
1398,4,2010,204,12
1399,4,2010,205,2
1400,4,2010,206,3
1401,4,2010,207,12
1402,4,2010,208,14
1403,4,2010,209,9
1404,4,2010,210,5
1405,4,2010,211,3
1406,4,2010,212,1
1407,4,2010,301,12
1408,4,2010,302,11
1409,4,2010,303,11
1410,4,2010,304,4
1411,4,2010,305,7
1412,4,2010,306,22
1413,4,2010,307,7
1414,4,2010,308,5
1415,4,2010,309,2
1416,4,2010,310,10
1417,4,2010,311,4
1418,4,2010,312,3
1419,4,2010,313,15
1420,4,2010,314,3
1421,4,2010,315,8
1422,4,2010,317,2
1423,4,2010,318,26
1424,4,2010,401,13
1425,4,2010,402,17
1426,4,2010,403,2
1427,4,2010,404,1
1428,4,2010,405,14
1429,4,2010,406,12
1430,4,2010,407,15
1431,4,2010,408,7
1432,4,2010,409,2
1433,4,2010,410,5
1434,4,2010,411,4
1435,4,2010,412,34
1436,4,2010,413,16
1437,4,2010,414,1
1438,4,2011,101,5
1439,4,2011,102,5
1440,4,2011,103,19
1441,4,2011,104,6
1442,4,2011,105,7
1443,4,2011,106,14
1444,4,2011,107,43
1445,4,2011,108,4
1446,4,2011,109,11
1447,4,2011,110,2
1448,4,2011,111,12
1449,4,2011,112,19
1450,4,2011,201,11
1451,4,2011,203,6
1452,4,2011,204,4
1453,4,2011,205,1
1454,4,2011,206,3
1455,4,2011,207,8
1456,4,2011,208,7
1457,4,2011,209,3
1458,4,2011,210,2
1459,4,2011,211,3
1460,4,2011,212,3
1461,4,2011,301,13
1462,4,2011,302,9
1463,4,2011,303,9
1464,4,2011,304,2
1465,4,2011,305,8
1466,4,2011,306,9
1467,4,2011,307,7
1468,4,2011,308,5
1469,4,2011,310,4
1470,4,2011,311,1
1471,4,2011,312,2
1472,4,2011,313,7
1473,4,2011,314,2
1474,4,2011,315,3
1475,4,2011,316,1
1476,4,2011,318,17
1477,4,2011,401,13
1478,4,2011,402,1
1479,4,2011,403,2
1480,4,2011,404,1
1481,4,2011,405,6
1482,4,2011,406,1
1483,4,2011,407,24
1484,4,2011,408,6
1485,4,2011,410,3
1486,4,2011,411,7
1487,4,2011,412,9
1488,4,2011,413,8
1489,4,2012,101,11
1490,4,2012,102,16
1491,4,2012,103,22
1492,4,2012,104,2
1493,4,2012,105,1
1494,4,2012,106,7
1495,4,2012,107,26
1496,4,2012,108,10
1497,4,2012,109,9
1498,4,2012,110,10
1499,4,2012,111,9
1500,4,2012,112,12
1501,4,2012,201,3
1502,4,2012,202,1
1503,4,2012,203,6
1504,4,2012,204,7
1505,4,2012,205,6
1506,4,2012,206,2
1507,4,2012,207,6
1508,4,2012,208,5
1509,4,2012,209,8
1510,4,2012,210,4
1511,4,2012,212,2
1512,4,2012,301,12
1513,4,2012,302,4
1514,4,2012,303,9
1515,4,2012,305,6
1516,4,2012,306,5
1517,4,2012,307,5
1518,4,2012,308,4
1519,4,2012,310,10
1520,4,2012,311,3
1521,4,2012,312,3
1522,4,2012,313,6
1523,4,2012,315,7
1524,4,2012,316,1
1525,4,2012,317,1
1526,4,2012,318,15
1527,4,2012,355,1
1528,4,2012,401,13
1529,4,2012,402,1
1530,4,2012,403,3
1531,4,2012,404,4
1532,4,2012,405,17
1533,4,2012,406,3
1534,4,2012,407,13
1535,4,2012,408,5
1536,4,2012,409,2
1537,4,2012,410,1
1538,4,2012,411,6
1539,4,2012,412,8
1540,4,2012,413,11
1541,4,2012,414,1
1542,4,2013,102,2
1543,4,2013,103,2
1544,4,2013,105,1
1545,4,2013,107,3
1546,4,2013,109,1
1547,4,2013,110,2
1548,4,2013,111,1
1549,4,2013,204,1
1550,4,2013,207,3
1551,4,2013,208,3
1552,4,2013,209,1
1553,4,2013,211,1
1554,4,2013,212,1
1555,4,2013,301,4
1556,4,2013,303,2
1557,4,2013,307,3
1558,4,2013,308,3
1559,4,2013,310,2
1560,4,2013,311,1
1561,4,2013,313,5
1562,4,2013,317,1
1563,4,2013,318,1
1564,4,2013,401,1
1565,4,2013,403,1
1566,4,2013,408,1
1567,4,2013,411,1
1568,4,2013,412,1
1569,4,2013,414,2
1570,4,2014,101,1
1571,4,2014,102,6
1572,4,2014,103,19
1573,4,2014,104,6
1574,4,2014,105,16
1575,4,2014,106,5
1576,4,2014,107,19
1577,4,2014,108,23
1578,4,2014,109,15
1579,4,2014,111,14
1580,4,2014,112,22
1581,4,2014,201,9
1582,4,2014,202,1
1583,4,2014,203,9
1584,4,2014,204,14
1585,4,2014,205,2
1586,4,2014,206,3
1587,4,2014,207,6
1588,4,2014,208,5
1589,4,2014,209,4
1590,4,2014,210,8
1591,4,2014,211,2
1592,4,2014,212,4
1593,4,2014,301,25
1594,4,2014,302,10
1595,4,2014,303,5
1596,4,2014,304,1
1597,4,2014,305,9
1598,4,2014,306,4
1599,4,2014,307,7
1600,4,2014,309,6
1601,4,2014,310,11
1602,4,2014,311,4
1603,4,2014,312,1
1604,4,2014,313,11
1605,4,2014,314,1
1606,4,2014,315,8
1607,4,2014,316,3
1608,4,2014,317,2
1609,4,2014,318,8
1610,4,2014,401,17
1611,4,2014,402,4
1612,4,2014,403,6
1613,4,2014,404,1
1614,4,2014,405,12
1615,4,2014,406,2
1616,4,2014,407,14
1617,4,2014,408,5
1618,4,2014,409,2
1619,4,2014,411,7
1620,4,2014,412,7
1621,4,2014,413,9
1622,4,2014,414,4
1623,4,2015,102,9
1624,4,2015,103,8
1625,4,2015,104,8
1626,4,2015,105,5
1627,4,2015,106,9
1628,4,2015,107,41
1629,4,2015,108,21
1630,4,2015,109,18
1631,4,2015,110,3
1632,4,2015,111,10
1633,4,2015,112,64
1634,4,2015,201,3
1635,4,2015,202,3
1636,4,2015,204,10
1637,4,2015,205,4
1638,4,2015,206,4
1639,4,2015,207,9
1640,4,2015,208,12
1641,4,2015,209,6
1642,4,2015,210,7
1643,4,2015,211,7
1644,4,2015,212,6
1645,4,2015,301,22
1646,4,2015,302,11
1647,4,2015,303,11
1648,4,2015,304,1
1649,4,2015,305,9
1650,4,2015,306,15
1651,4,2015,307,9
1652,4,2015,308,7
1653,4,2015,309,1
1654,4,2015,310,10
1655,4,2015,311,3
1656,4,2015,312,7
1657,4,2015,313,6
1658,4,2015,314,1
1659,4,2015,315,7
1660,4,2015,316,4
1661,4,2015,317,2
1662,4,2015,318,13
1663,4,2015,355,1
1664,4,2015,401,14
1665,4,2015,402,7
1666,4,2015,403,6
1667,4,2015,404,4
1668,4,2015,405,19
1669,4,2015,406,8
1670,4,2015,407,24
1671,4,2015,408,15
1672,4,2015,410,2
1673,4,2015,411,16
1674,4,2015,412,11
1675,4,2015,413,14
1676,4,2015,414,13
1677,4,2016,102,28
1678,4,2016,103,28
1679,4,2016,104,10
1680,4,2016,105,13
1681,4,2016,106,12
1682,4,2016,107,32
1683,4,2016,108,47
1684,4,2016,109,15
1685,4,2016,110,4
1686,4,2016,111,17
1687,4,2016,112,80
1688,4,2016,201,6
1689,4,2016,202,2
1690,4,2016,203,6
1691,4,2016,204,8
1692,4,2016,205,4
1693,4,2016,206,10
1694,4,2016,207,18
1695,4,2016,208,5
1696,4,2016,209,1
1697,4,2016,210,8
1698,4,2016,211,4
1699,4,2016,212,11
1700,4,2016,301,42
1701,4,2016,302,19
1702,4,2016,303,8
1703,4,2016,304,7
1704,4,2016,305,13
1705,4,2016,306,14
1706,4,2016,307,9
1707,4,2016,308,15
1708,4,2016,309,10
1709,4,2016,310,26
1710,4,2016,311,14
1711,4,2016,312,16
1712,4,2016,313,45
1713,4,2016,314,4
1714,4,2016,315,17
1715,4,2016,316,6
1716,4,2016,318,18
1717,4,2016,355,1
1718,4,2016,401,39
1719,4,2016,402,18
1720,4,2016,403,11
1721,4,2016,404,4
1722,4,2016,405,23
1723,4,2016,406,11
1724,4,2016,407,56
1725,4,2016,408,14
1726,4,2016,409,15
1727,4,2016,410,9
1728,4,2016,411,16
1729,4,2016,412,21
1730,4,2016,413,16
1731,4,2016,414,24
1732,4,2017,102,23
1733,4,2017,103,39
1734,4,2017,104,7
1735,4,2017,105,12
1736,4,2017,106,10
1737,4,2017,107,39
1738,4,2017,108,23
1739,4,2017,109,16
1740,4,2017,110,8
1741,4,2017,111,18
1742,4,2017,112,54
1743,4,2017,201,4
1744,4,2017,202,9
1745,4,2017,203,10
1746,4,2017,204,59
1747,4,2017,205,3
1748,4,2017,206,9
1749,4,2017,207,18
1750,4,2017,208,11
1751,4,2017,209,12
1752,4,2017,210,4
1753,4,2017,211,3
1754,4,2017,212,4
1755,4,2017,301,34
1756,4,2017,302,30
1757,4,2017,303,19
1758,4,2017,304,2
1759,4,2017,305,13
1760,4,2017,306,23
1761,4,2017,307,8
1762,4,2017,308,8
1763,4,2017,309,2
1764,4,2017,310,40
1765,4,2017,311,5
1766,4,2017,312,24
1767,4,2017,313,25
1768,4,2017,314,5
1769,4,2017,315,10
1770,4,2017,316,6
1771,4,2017,317,2
1772,4,2017,318,17
1773,4,2017,401,24
1774,4,2017,402,13
1775,4,2017,403,2
1776,4,2017,404,11
1777,4,2017,405,19
1778,4,2017,406,14
1779,4,2017,407,51
1780,4,2017,408,10
1781,4,2017,409,6
1782,4,2017,410,4
1783,4,2017,411,11
1784,4,2017,412,33
1785,4,2017,413,11
1786,4,2017,414,30
1787,4,2018,101,4
1788,4,2018,102,13
1789,4,2018,103,33
1790,4,2018,104,11
1791,4,2018,105,11
1792,4,2018,106,8
1793,4,2018,107,29
1794,4,2018,108,14
1795,4,2018,109,20
1796,4,2018,110,9
1797,4,2018,111,10
1798,4,2018,112,23
1799,4,2018,201,4
1800,4,2018,202,2
1801,4,2018,203,1
1802,4,2018,204,8
1803,4,2018,205,3
1804,4,2018,206,2
1805,4,2018,207,9
1806,4,2018,208,19
1807,4,2018,209,2
1808,4,2018,210,2
1809,4,2018,211,4
1810,4,2018,212,2
1811,4,2018,301,46
1812,4,2018,302,24
1813,4,2018,303,26
1814,4,2018,304,3
1815,4,2018,305,9
1816,4,2018,306,10
1817,4,2018,307,16
1818,4,2018,308,13
1819,4,2018,309,10
1820,4,2018,310,21
1821,4,2018,311,16
1822,4,2018,312,11
1823,4,2018,313,18
1824,4,2018,314,1
1825,4,2018,315,4
1826,4,2018,316,8
1827,4,2018,317,2
1828,4,2018,318,18
1829,4,2018,355,1
1830,4,2018,401,18
1831,4,2018,402,8
1832,4,2018,403,3
1833,4,2018,404,2
1834,4,2018,405,15
1835,4,2018,406,7
1836,4,2018,407,28
1837,4,2018,408,11
1838,4,2018,410,2
1839,4,2018,411,12
1840,4,2018,412,12
1841,4,2018,413,7
1842,4,2018,414,8
1843,4,2019,101,17
1844,4,2019,102,102
1845,4,2019,103,117
1846,4,2019,104,96
1847,4,2019,105,37
1848,4,2019,106,60
1849,4,2019,107,114
1850,4,2019,108,137
1851,4,2019,109,47
1852,4,2019,110,53
1853,4,2019,111,63
1854,4,2019,112,103
1855,4,2019,164,7
1856,4,2019,201,41
1857,4,2019,202,211
1858,4,2019,203,13
1859,4,2019,204,60
1860,4,2019,205,18
1861,4,2019,206,19
1862,4,2019,207,42
1863,4,2019,208,129
1864,4,2019,209,52
1865,4,2019,210,67
1866,4,2019,211,78
1867,4,2019,212,118
1868,4,2019,226,4
1869,4,2019,227,1
1870,4,2019,228,1
1871,4,2019,301,212
1872,4,2019,302,134
1873,4,2019,303,121
1874,4,2019,304,76
1875,4,2019,305,82
1876,4,2019,306,184
1877,4,2019,307,76
1878,4,2019,308,71
1879,4,2019,309,52
1880,4,2019,310,193
1881,4,2019,311,127
1882,4,2019,312,97
1883,4,2019,313,68
1884,4,2019,314,111
1885,4,2019,315,300
1886,4,2019,316,45
1887,4,2019,317,82
1888,4,2019,318,214
1889,4,2019,355,2
1890,4,2019,401,163
1891,4,2019,402,85
1892,4,2019,403,112
1893,4,2019,404,47
1894,4,2019,405,233
1895,4,2019,406,93
1896,4,2019,407,248
1897,4,2019,408,153
1898,4,2019,409,175
1899,4,2019,410,140
1900,4,2019,411,212
1901,4,2019,412,212
1902,4,2019,413,271
1903,4,2019,414,78
1904,4,2019,481,2
1905,4,2019,482,3
1906,5,2010,101,11
1907,5,2010,102,9
1908,5,2010,103,37
1909,5,2010,104,6
1910,5,2010,105,10
1911,5,2010,106,6
1912,5,2010,107,51
1913,5,2010,108,12
1914,5,2010,109,15
1915,5,2010,110,10
1916,5,2010,111,20
1917,5,2010,112,42
1918,5,2010,201,4
1919,5,2010,202,5
1920,5,2010,203,6
1921,5,2010,204,9
1922,5,2010,205,3
1923,5,2010,206,7
1924,5,2010,207,9
1925,5,2010,208,12
1926,5,2010,209,14
1927,5,2010,210,5
1928,5,2010,211,4
1929,5,2010,212,3
1930,5,2010,301,23
1931,5,2010,302,28
1932,5,2010,303,10
1933,5,2010,304,2
1934,5,2010,305,18
1935,5,2010,306,10
1936,5,2010,307,13
1937,5,2010,308,12
1938,5,2010,309,2
1939,5,2010,310,13
1940,5,2010,311,2
1941,5,2010,312,7
1942,5,2010,313,19
1943,5,2010,314,1
1944,5,2010,315,5
1945,5,2010,316,7
1946,5,2010,317,2
1947,5,2010,318,27
1948,5,2010,401,26
1949,5,2010,402,5
1950,5,2010,403,9
1951,5,2010,404,4
1952,5,2010,405,20
1953,5,2010,406,25
1954,5,2010,407,32
1955,5,2010,408,9
1956,5,2010,409,1
1957,5,2010,410,4
1958,5,2010,411,12
1959,5,2010,412,13
1960,5,2010,413,19
1961,5,2010,414,5
1962,5,2011,101,10
1963,5,2011,102,12
1964,5,2011,103,20
1965,5,2011,104,13
1966,5,2011,105,4
1967,5,2011,106,10
1968,5,2011,107,43
1969,5,2011,108,12
1970,5,2011,109,19
1971,5,2011,110,7
1972,5,2011,111,13
1973,5,2011,112,32
1974,5,2011,201,14
1975,5,2011,202,4
1976,5,2011,203,7
1977,5,2011,204,14
1978,5,2011,205,11
1979,5,2011,206,2
1980,5,2011,207,12
1981,5,2011,208,16
1982,5,2011,209,11
1983,5,2011,210,1
1984,5,2011,211,7
1985,5,2011,212,2
1986,5,2011,301,25
1987,5,2011,302,18
1988,5,2011,303,9
1989,5,2011,304,1
1990,5,2011,305,9
1991,5,2011,306,3
1992,5,2011,307,25
1993,5,2011,308,8
1994,5,2011,309,7
1995,5,2011,310,16
1996,5,2011,311,5
1997,5,2011,312,3
1998,5,2011,313,20
1999,5,2011,314,1
2000,5,2011,315,4
2001,5,2011,316,3
2002,5,2011,317,1
2003,5,2011,318,37
2004,5,2011,401,21
2005,5,2011,402,4
2006,5,2011,403,13
2007,5,2011,404,2
2008,5,2011,405,12
2009,5,2011,406,8
2010,5,2011,407,21
2011,5,2011,408,17
2012,5,2011,409,3
2013,5,2011,410,5
2014,5,2011,411,14
2015,5,2011,412,18
2016,5,2011,413,14
2017,5,2011,414,4
2018,5,2012,101,4
2019,5,2012,102,19
2020,5,2012,103,27
2021,5,2012,104,9
2022,5,2012,105,7
2023,5,2012,106,5
2024,5,2012,107,32
2025,5,2012,108,8
2026,5,2012,109,20
2027,5,2012,110,8
2028,5,2012,111,9
2029,5,2012,112,33
2030,5,2012,201,13
2031,5,2012,202,2
2032,5,2012,203,3
2033,5,2012,204,10
2034,5,2012,205,4
2035,5,2012,206,3
2036,5,2012,207,16
2037,5,2012,208,7
2038,5,2012,209,9
2039,5,2012,210,9
2040,5,2012,211,2
2041,5,2012,212,1
2042,5,2012,301,30
2043,5,2012,302,18
2044,5,2012,303,6
2045,5,2012,305,12
2046,5,2012,306,11
2047,5,2012,307,6
2048,5,2012,308,4
2049,5,2012,309,7
2050,5,2012,310,16
2051,5,2012,311,9
2052,5,2012,312,4
2053,5,2012,313,16
2054,5,2012,314,2
2055,5,2012,315,10
2056,5,2012,316,2
2057,5,2012,317,2
2058,5,2012,318,17
2059,5,2012,401,8
2060,5,2012,402,2
2061,5,2012,403,13
2062,5,2012,404,1
2063,5,2012,405,14
2064,5,2012,406,3
2065,5,2012,407,14
2066,5,2012,408,16
2067,5,2012,410,6
2068,5,2012,411,3
2069,5,2012,412,14
2070,5,2012,413,9
2071,5,2012,414,1
2072,5,2013,101,2
2073,5,2013,102,1
2074,5,2013,103,2
2075,5,2013,107,3
2076,5,2013,108,1
2077,5,2013,109,2
2078,5,2013,110,1
2079,5,2013,111,3
2080,5,2013,202,1
2081,5,2013,204,1
2082,5,2013,206,2
2083,5,2013,207,3
2084,5,2013,210,4
2085,5,2013,301,1
2086,5,2013,302,6
2087,5,2013,303,3
2088,5,2013,306,3
2089,5,2013,309,1
2090,5,2013,310,1
2091,5,2013,311,1
2092,5,2013,312,4
2093,5,2013,313,5
2094,5,2013,315,2
2095,5,2013,318,6
2096,5,2013,401,1
2097,5,2013,402,1
2098,5,2013,404,1
2099,5,2013,405,2
2100,5,2013,406,1
2101,5,2013,407,5
2102,5,2013,411,2
2103,5,2013,413,1
2104,5,2013,414,3
2105,5,2014,102,4
2106,5,2014,103,29
2107,5,2014,104,7
2108,5,2014,105,9
2109,5,2014,106,13
2110,5,2014,107,27
2111,5,2014,108,21
2112,5,2014,109,8
2113,5,2014,110,2
2114,5,2014,111,23
2115,5,2014,112,40
2116,5,2014,201,11
2117,5,2014,202,5
2118,5,2014,203,10
2119,5,2014,204,22
2120,5,2014,205,3
2121,5,2014,206,9
2122,5,2014,207,16
2123,5,2014,208,6
2124,5,2014,209,10
2125,5,2014,210,6
2126,5,2014,211,1
2127,5,2014,212,2
2128,5,2014,301,26
2129,5,2014,302,14
2130,5,2014,303,8
2131,5,2014,304,4
2132,5,2014,305,11
2133,5,2014,306,10
2134,5,2014,307,8
2135,5,2014,308,7
2136,5,2014,309,2
2137,5,2014,310,11
2138,5,2014,311,12
2139,5,2014,312,6
2140,5,2014,313,14
2141,5,2014,314,8
2142,5,2014,315,14
2143,5,2014,316,2
2144,5,2014,318,15
2145,5,2014,355,2
2146,5,2014,401,37
2147,5,2014,402,10
2148,5,2014,403,7
2149,5,2014,405,12
2150,5,2014,406,1
2151,5,2014,407,40
2152,5,2014,408,13
2153,5,2014,409,2
2154,5,2014,411,8
2155,5,2014,412,15
2156,5,2014,413,12
2157,5,2014,414,15
2158,5,2015,102,14
2159,5,2015,103,48
2160,5,2015,104,16
2161,5,2015,105,6
2162,5,2015,106,22
2163,5,2015,107,56
2164,5,2015,108,35
2165,5,2015,109,24
2166,5,2015,110,7
2167,5,2015,111,18
2168,5,2015,112,112
2169,5,2015,201,13
2170,5,2015,202,3
2171,5,2015,203,13
2172,5,2015,204,27
2173,5,2015,205,1
2174,5,2015,206,12
2175,5,2015,207,18
2176,5,2015,208,4
2177,5,2015,209,13
2178,5,2015,210,14
2179,5,2015,211,2
2180,5,2015,212,2
2181,5,2015,301,40
2182,5,2015,302,25
2183,5,2015,303,29
2184,5,2015,304,1
2185,5,2015,305,14
2186,5,2015,306,17
2187,5,2015,307,13
2188,5,2015,308,21
2189,5,2015,309,6
2190,5,2015,310,35
2191,5,2015,311,12
2192,5,2015,312,6
2193,5,2015,313,16
2194,5,2015,314,1
2195,5,2015,315,16
2196,5,2015,316,6
2197,5,2015,317,3
2198,5,2015,318,25
2199,5,2015,401,46
2200,5,2015,402,7
2201,5,2015,403,10
2202,5,2015,404,6
2203,5,2015,405,33
2204,5,2015,406,11
2205,5,2015,407,35
2206,5,2015,408,16
2207,5,2015,409,1
2208,5,2015,410,3
2209,5,2015,411,19
2210,5,2015,412,13
2211,5,2015,413,19
2212,5,2015,414,22
2213,5,2016,102,21
2214,5,2016,103,47
2215,5,2016,104,17
2216,5,2016,105,8
2217,5,2016,106,17
2218,5,2016,107,49
2219,5,2016,108,38
2220,5,2016,109,30
2221,5,2016,110,8
2222,5,2016,111,35
2223,5,2016,112,111
2224,5,2016,201,10
2225,5,2016,202,6
2226,5,2016,203,12
2227,5,2016,204,28
2228,5,2016,205,6
2229,5,2016,206,18
2230,5,2016,207,30
2231,5,2016,208,17
2232,5,2016,209,5
2233,5,2016,210,14
2234,5,2016,211,7
2235,5,2016,212,3
2236,5,2016,301,84
2237,5,2016,302,37
2238,5,2016,303,28
2239,5,2016,304,4
2240,5,2016,305,14
2241,5,2016,306,14
2242,5,2016,307,26
2243,5,2016,308,16
2244,5,2016,309,4
2245,5,2016,310,68
2246,5,2016,311,19
2247,5,2016,312,20
2248,5,2016,313,21
2249,5,2016,314,2
2250,5,2016,315,31
2251,5,2016,316,3
2252,5,2016,317,4
2253,5,2016,318,21
2254,5,2016,401,47
2255,5,2016,402,19
2256,5,2016,403,10
2257,5,2016,404,6
2258,5,2016,405,21
2259,5,2016,406,17
2260,5,2016,407,54
2261,5,2016,408,23
2262,5,2016,409,4
2263,5,2016,410,6
2264,5,2016,411,23
2265,5,2016,412,30
2266,5,2016,413,23
2267,5,2016,414,31
2268,5,2017,102,15
2269,5,2017,103,31
2270,5,2017,104,8
2271,5,2017,105,13
2272,5,2017,106,18
2273,5,2017,107,47
2274,5,2017,108,20
2275,5,2017,109,10
2276,5,2017,110,4
2277,5,2017,111,17
2278,5,2017,112,64
2279,5,2017,201,9
2280,5,2017,202,6
2281,5,2017,203,12
2282,5,2017,204,29
2283,5,2017,205,4
2284,5,2017,206,6
2285,5,2017,207,23
2286,5,2017,208,9
2287,5,2017,209,14
2288,5,2017,210,14
2289,5,2017,211,7
2290,5,2017,212,12
2291,5,2017,301,68
2292,5,2017,302,51
2293,5,2017,303,39
2294,5,2017,304,13
2295,5,2017,305,25
2296,5,2017,306,26
2297,5,2017,307,11
2298,5,2017,308,18
2299,5,2017,309,9
2300,5,2017,310,47
2301,5,2017,311,17
2302,5,2017,312,31
2303,5,2017,313,23
2304,5,2017,315,15
2305,5,2017,316,4
2306,5,2017,317,6
2307,5,2017,318,25
2308,5,2017,401,49
2309,5,2017,402,17
2310,5,2017,403,7
2311,5,2017,404,8
2312,5,2017,405,21
2313,5,2017,406,22
2314,5,2017,407,57
2315,5,2017,408,15
2316,5,2017,409,12
2317,5,2017,410,6
2318,5,2017,411,20
2319,5,2017,412,32
2320,5,2017,413,26
2321,5,2017,414,24
2322,5,2018,101,1
2323,5,2018,102,8
2324,5,2018,103,6
2325,5,2018,104,2
2326,5,2018,105,3
2327,5,2018,106,5
2328,5,2018,107,18
2329,5,2018,108,11
2330,5,2018,109,5
2331,5,2018,110,4
2332,5,2018,111,12
2333,5,2018,112,22
2334,5,2018,201,3
2335,5,2018,202,3
2336,5,2018,203,2
2337,5,2018,204,7
2338,5,2018,205,6
2339,5,2018,206,2
2340,5,2018,207,10
2341,5,2018,208,14
2342,5,2018,209,6
2343,5,2018,210,3
2344,5,2018,212,3
2345,5,2018,301,24
2346,5,2018,302,27
2347,5,2018,303,26
2348,5,2018,304,12
2349,5,2018,305,12
2350,5,2018,306,19
2351,5,2018,307,11
2352,5,2018,308,12
2353,5,2018,309,8
2354,5,2018,310,28
2355,5,2018,311,16
2356,5,2018,312,19
2357,5,2018,313,13
2358,5,2018,314,5
2359,5,2018,315,4
2360,5,2018,316,2
2361,5,2018,317,4
2362,5,2018,318,5
2363,5,2018,401,8
2364,5,2018,402,6
2365,5,2018,403,3
2366,5,2018,404,5
2367,5,2018,405,20
2368,5,2018,406,3
2369,5,2018,407,16
2370,5,2018,408,10
2371,5,2018,409,3
2372,5,2018,410,1
2373,5,2018,411,9
2374,5,2018,412,8
2375,5,2018,413,4
2376,5,2018,414,8
2377,6,2010,101,8
2378,6,2010,102,7
2379,6,2010,103,47
2380,6,2010,104,8
2381,6,2010,105,4
2382,6,2010,106,18
2383,6,2010,107,48
2384,6,2010,108,19
2385,6,2010,109,32
2386,6,2010,110,7
2387,6,2010,111,24
2388,6,2010,112,42
2389,6,2010,201,13
2390,6,2010,202,4
2391,6,2010,203,7
2392,6,2010,204,34
2393,6,2010,205,6
2394,6,2010,206,17
2395,6,2010,207,9
2396,6,2010,208,12
2397,6,2010,209,19
2398,6,2010,210,5
2399,6,2010,211,1
2400,6,2010,212,8
2401,6,2010,301,26
2402,6,2010,302,19
2403,6,2010,303,33
2404,6,2010,305,24
2405,6,2010,306,24
2406,6,2010,307,15
2407,6,2010,308,7
2408,6,2010,310,18
2409,6,2010,311,4
2410,6,2010,312,7
2411,6,2010,313,41
