,Month,Year,community_board_full,DOB
2412,6,2012,405,4
2413,6,2012,406,5
2414,6,2012,407,5
2415,6,2012,408,2
2416,6,2012,409,6
2417,6,2012,410,6
2418,6,2012,411,9
2419,6,2012,412,11
2420,6,2012,413,2
2421,6,2012,414,3
2422,6,2013,101,13
2423,6,2013,102,30
2424,6,2013,103,16
2425,6,2013,104,31
2426,6,2013,105,34
2427,6,2013,106,17
2428,6,2013,107,24
2429,6,2013,108,23
2430,6,2013,109,4
2431,6,2013,110,8
2432,6,2013,111,6
2433,6,2013,112,10
2434,6,2013,202,1
2435,6,2013,203,2
2436,6,2013,205,1
2437,6,2013,206,1
2438,6,2013,208,2
2439,6,2013,209,1
2440,6,2013,210,3
2441,6,2013,211,4
2442,6,2013,301,11
2443,6,2013,302,11
2444,6,2013,303,8
2445,6,2013,305,4
2446,6,2013,306,16
2447,6,2013,307,3
2448,6,2013,308,7
2449,6,2013,309,1
2450,6,2013,310,4
2451,6,2013,311,1
2452,6,2013,312,3
2453,6,2013,313,1
2454,6,2013,314,3
2455,6,2013,315,6
2456,6,2013,317,1
2457,6,2013,401,1
2458,6,2013,402,4
2459,6,2013,403,2
2460,6,2013,404,6
2461,6,2013,405,1
2462,6,2013,406,5
2463,6,2013,407,6
2464,6,2013,408,6
2465,6,2013,409,4
2466,6,2013,410,5
2467,6,2013,411,4
2468,6,2013,412,1
2469,6,2013,413,4
2470,6,2013,414,1
2471,6,2014,101,35
2472,6,2014,102,29
2473,6,2014,103,11
2474,6,2014,104,31
2475,6,2014,105,29
2476,6,2014,106,30
2477,6,2014,107,15
2478,6,2014,108,24
2479,6,2014,109,4
2480,6,2014,110,12
2481,6,2014,111,7
2482,6,2014,112,4
2483,6,2014,201,3
2484,6,2014,204,2
2485,6,2014,206,6
2486,6,2014,207,1
2487,6,2014,208,4
2488,6,2014,209,5
2489,6,2014,210,2
2490,6,2014,211,1
2491,6,2014,301,21
2492,6,2014,302,18
2493,6,2014,303,10
2494,6,2014,304,28
2495,6,2014,305,1
2496,6,2014,306,10
2497,6,2014,307,2
2498,6,2014,308,11
2499,6,2014,309,3
2500,6,2014,310,5
2501,6,2014,311,2
2502,6,2014,312,3
2503,6,2014,314,7
2504,6,2014,315,8
2505,6,2014,316,24
2506,6,2014,318,1
2507,6,2014,401,22
2508,6,2014,402,4
2509,6,2014,403,2
2510,6,2014,404,1
2511,6,2014,405,6
2512,6,2014,406,9
2513,6,2014,407,21
2514,6,2014,408,7
2515,6,2014,409,7
2516,6,2014,410,6
2517,6,2014,411,10
2518,6,2014,412,10
2519,6,2014,413,3
2520,6,2014,414,13
2521,6,2015,101,18
2522,6,2015,102,25
2523,6,2015,103,72
2524,6,2015,104,30
2525,6,2015,105,24
2526,6,2015,106,18
2527,6,2015,107,29
2528,6,2015,108,29
2529,6,2015,109,10
2530,6,2015,110,16
2531,6,2015,111,7
2532,6,2015,112,4
2533,6,2015,201,2
2534,6,2015,202,3
2535,6,2015,203,2
2536,6,2015,204,9
2537,6,2015,205,3
2538,6,2015,206,3
2539,6,2015,207,3
2540,6,2015,208,3
2541,6,2015,209,3
2542,6,2015,210,3
2543,6,2015,211,1
2544,6,2015,212,6
2545,6,2015,301,35
2546,6,2015,302,22
2547,6,2015,303,40
2548,6,2015,304,19
2549,6,2015,305,9
2550,6,2015,306,17
2551,6,2015,307,9
2552,6,2015,308,5
2553,6,2015,309,10
2554,6,2015,310,14
2555,6,2015,311,10
2556,6,2015,312,10
2557,6,2015,313,8
2558,6,2015,314,10
2559,6,2015,315,13
2560,6,2015,316,6
2561,6,2015,317,6
2562,6,2015,318,5
2563,6,2015,401,33
2564,6,2015,402,14
2565,6,2015,403,10
2566,6,2015,404,10
2567,6,2015,405,15
2568,6,2015,406,12
2569,6,2015,407,17
2570,6,2015,408,11
2571,6,2015,409,5
2572,6,2015,410,12
2573,6,2015,411,12
2574,6,2015,412,12
2575,6,2015,413,11
2576,6,2015,414,2
2577,6,2016,101,23
2578,6,2016,102,31
2579,6,2016,103,43
2580,6,2016,104,42
2581,6,2016,105,40
2582,6,2016,106,26
2583,6,2016,107,35
2584,6,2016,108,39
2585,6,2016,109,22
2586,6,2016,110,16
2587,6,2016,111,15
2588,6,2016,112,21
2589,6,2016,201,16
2590,6,2016,202,4
2591,6,2016,203,9
2592,6,2016,204,8
2593,6,2016,205,8
2594,6,2016,206,5
2595,6,2016,207,8
2596,6,2016,208,5
2597,6,2016,209,4
2598,6,2016,210,4
2599,6,2016,211,9
2600,6,2016,212,2
2601,6,2016,301,51
2602,6,2016,302,33
2603,6,2016,303,49
2604,6,2016,304,39
2605,6,2016,305,21
2606,6,2016,306,21
2607,6,2016,307,20
2608,6,2016,308,26
2609,6,2016,309,13
2610,6,2016,310,18
2611,6,2016,311,7
2612,6,2016,312,36
2613,6,2016,313,5
2614,6,2016,314,10
2615,6,2016,315,4
2616,6,2016,316,29
2617,6,2016,317,14
2618,6,2016,318,6
2619,6,2016,401,23
2620,6,2016,402,27
2621,6,2016,403,33
2622,6,2016,404,14
2623,6,2016,405,17
2624,6,2016,406,8
2625,6,2016,407,41
2626,6,2016,408,11
2627,6,2016,409,15
2628,6,2016,410,15
2629,6,2016,411,16
2630,6,2016,412,19
2631,6,2016,413,9
2632,6,2016,414,3
2633,6,2017,101,20
2634,6,2017,102,28
2635,6,2017,103,45
2636,6,2017,104,40
2637,6,2017,105,46
2638,6,2017,106,40
2639,6,2017,107,41
2640,6,2017,108,47
2641,6,2017,109,10
2642,6,2017,110,22
2643,6,2017,111,13
2644,6,2017,112,14
2645,6,2017,201,11
2646,6,2017,202,3
2647,6,2017,203,11
2648,6,2017,204,14
2649,6,2017,205,6
2650,6,2017,206,10
2651,6,2017,207,7
2652,6,2017,208,8
2653,6,2017,209,14
2654,6,2017,210,20
2655,6,2017,211,6
2656,6,2017,212,12
2657,6,2017,301,43
2658,6,2017,302,18
2659,6,2017,303,43
2660,6,2017,304,21
2661,6,2017,305,16
2662,6,2017,306,26
2663,6,2017,307,20
2664,6,2017,308,16
2665,6,2017,309,16
2666,6,2017,310,26
2667,6,2017,311,15
2668,6,2017,312,21
2669,6,2017,313,10
2670,6,2017,314,18
2671,6,2017,315,16
2672,6,2017,316,11
2673,6,2017,317,20
2674,6,2017,318,8
2675,6,2017,401,23
2676,6,2017,402,26
2677,6,2017,403,21
2678,6,2017,404,14
2679,6,2017,405,14
2680,6,2017,406,8
2681,6,2017,407,49
2682,6,2017,408,12
2683,6,2017,409,16
2684,6,2017,410,16
2685,6,2017,411,17
2686,6,2017,412,28
2687,6,2017,413,22
2688,6,2017,414,9
2689,6,2018,101,29
2690,6,2018,102,36
2691,6,2018,103,37
2692,6,2018,104,32
2693,6,2018,105,38
2694,6,2018,106,35
2695,6,2018,107,52
2696,6,2018,108,42
2697,6,2018,109,24
2698,6,2018,110,20
2699,6,2018,111,18
2700,6,2018,112,19
2701,6,2018,201,11
2702,6,2018,202,11
2703,6,2018,203,17
2704,6,2018,204,5
2705,6,2018,205,17
2706,6,2018,206,2
2707,6,2018,207,6
2708,6,2018,208,13
2709,6,2018,209,26
2710,6,2018,210,10
2711,6,2018,211,4
2712,6,2018,212,8
2713,6,2018,301,61
2714,6,2018,302,38
2715,6,2018,303,55
2716,6,2018,304,23
2717,6,2018,305,24
2718,6,2018,306,31
2719,6,2018,307,20
2720,6,2018,308,24
2721,6,2018,309,29
2722,6,2018,310,12
2723,6,2018,311,18
2724,6,2018,312,29
2725,6,2018,313,10
2726,6,2018,314,11
2727,6,2018,315,16
2728,6,2018,316,8
2729,6,2018,317,26
2730,6,2018,318,21
2731,6,2018,401,30
2732,6,2018,402,24
2733,6,2018,403,5
2734,6,2018,404,20
2735,6,2018,405,17
2736,6,2018,406,4
2737,6,2018,407,60
2738,6,2018,408,23
2739,6,2018,409,17
2740,6,2018,410,44
2741,6,2018,411,30
2742,6,2018,412,27
2743,6,2018,413,19
2744,6,2018,414,24
2745,7,2011,101,5
2746,7,2011,102,4
2747,7,2011,103,9
2748,7,2011,104,10
2749,7,2011,105,13
2750,7,2011,106,6
2751,7,2011,107,9
2752,7,2011,108,17
2753,7,2011,109,4
2754,7,2011,110,5
2755,7,2011,111,1
2756,7,2011,112,5
2757,7,2011,202,3
2758,7,2011,203,1
2759,7,2011,205,1
2760,7,2011,206,3
2761,7,2011,207,2
2762,7,2011,208,4
2763,7,2011,209,1
2764,7,2011,210,2
2765,7,2011,212,5
2766,7,2011,301,6
2767,7,2011,302,6
2768,7,2011,303,3
2769,7,2011,304,2
2770,7,2011,306,12
2771,7,2011,307,6
2772,7,2011,309,1
2773,7,2011,310,1
2774,7,2011,311,2
2775,7,2011,312,4
2776,7,2011,313,2
2777,7,2011,314,4
2778,7,2011,315,3
2779,7,2011,316,1
2780,7,2011,318,1
2781,7,2011,401,14
2782,7,2011,402,9
2783,7,2011,403,6
2784,7,2011,404,6
2785,7,2011,405,11
2786,7,2011,406,4
2787,7,2011,407,14
2788,7,2011,408,10
2789,7,2011,409,15
2790,7,2011,410,19
2791,7,2011,411,3
2792,7,2011,412,6
2793,7,2011,413,11
2794,7,2011,414,3
2795,7,2012,101,14
2796,7,2012,102,22
2797,7,2012,103,9
2798,7,2012,104,15
2799,7,2012,105,21
2800,7,2012,106,16
2801,7,2012,107,19
2802,7,2012,108,29
2803,7,2012,109,3
2804,7,2012,110,7
2805,7,2012,111,5
2806,7,2012,112,8
2807,7,2012,201,1
2808,7,2012,202,2
2809,7,2012,203,1
2810,7,2012,204,1
2811,7,2012,207,3
2812,7,2012,208,2
2813,7,2012,211,1
2814,7,2012,212,4
2815,7,2012,301,8
2816,7,2012,302,6
2817,7,2012,303,8
2818,7,2012,304,4
2819,7,2012,305,5
2820,7,2012,306,8
2821,7,2012,307,6
2822,7,2012,308,6
2823,7,2012,309,1
2824,7,2012,310,3
2825,7,2012,311,7
2826,7,2012,312,7
2827,7,2012,314,2
2828,7,2012,315,4
2829,7,2012,316,2
2830,7,2012,317,2
2831,7,2012,318,1
2832,7,2012,401,9
2833,7,2012,402,14
2834,7,2012,403,5
2835,7,2012,404,1
2836,7,2012,405,9
2837,7,2012,406,3
2838,7,2012,407,16
2839,7,2012,408,5
2840,7,2012,409,7
2841,7,2012,410,5
2842,7,2012,411,5
2843,7,2012,412,4
2844,7,2012,413,4
2845,7,2012,414,2
2846,7,2013,101,10
2847,7,2013,102,18
2848,7,2013,103,16
2849,7,2013,104,18
2850,7,2013,105,35
2851,7,2013,106,21
2852,7,2013,107,17
2853,7,2013,108,37
2854,7,2013,109,5
2855,7,2013,110,14
2856,7,2013,111,7
2857,7,2013,112,6
2858,7,2013,201,2
2859,7,2013,202,2
2860,7,2013,203,3
2861,7,2013,204,1
2862,7,2013,205,1
2863,7,2013,207,1
2864,7,2013,208,3
2865,7,2013,209,1
2866,7,2013,210,3
2867,7,2013,211,6
2868,7,2013,212,3
2869,7,2013,301,10
2870,7,2013,302,5
2871,7,2013,303,14
2872,7,2013,304,3
2873,7,2013,305,1
2874,7,2013,306,7
2875,7,2013,308,5
2876,7,2013,310,1
2877,7,2013,311,2
2878,7,2013,312,1
2879,7,2013,313,1
2880,7,2013,314,1
2881,7,2013,315,2
2882,7,2013,316,4
2883,7,2013,318,3
2884,7,2013,401,5
2885,7,2013,402,8
2886,7,2013,403,4
2887,7,2013,404,6
2888,7,2013,405,3
2889,7,2013,406,5
2890,7,2013,407,8
2891,7,2013,408,1
2892,7,2013,409,3
2893,7,2013,410,1
2894,7,2013,411,1
2895,7,2013,412,2
2896,7,2013,413,3
2897,7,2013,414,12
2898,7,2014,101,29
2899,7,2014,102,27
2900,7,2014,103,34
2901,7,2014,104,41
2902,7,2014,105,36
2903,7,2014,106,31
2904,7,2014,107,32
2905,7,2014,108,33
2906,7,2014,109,8
2907,7,2014,110,13
2908,7,2014,111,4
2909,7,2014,112,10
2910,7,2014,201,4
2911,7,2014,203,1
2912,7,2014,204,2
2913,7,2014,205,1
2914,7,2014,207,2
2915,7,2014,208,5
2916,7,2014,209,4
2917,7,2014,210,1
2918,7,2014,211,2
2919,7,2014,212,2
2920,7,2014,301,51
2921,7,2014,302,19
2922,7,2014,303,25
2923,7,2014,304,15
2924,7,2014,305,3
2925,7,2014,306,22
2926,7,2014,307,10
2927,7,2014,308,7
2928,7,2014,309,6
2929,7,2014,310,3
2930,7,2014,311,9
2931,7,2014,312,11
2932,7,2014,313,8
2933,7,2014,314,2
2934,7,2014,315,9
2935,7,2014,316,14
2936,7,2014,318,2
2937,7,2014,401,20
2938,7,2014,402,15
2939,7,2014,403,2
2940,7,2014,404,9
2941,7,2014,405,2
2942,7,2014,406,12
2943,7,2014,407,20
2944,7,2014,408,4
2945,7,2014,409,6
2946,7,2014,410,7
2947,7,2014,411,9
2948,7,2014,412,6
2949,7,2014,413,6
2950,7,2014,414,3
2951,7,2015,101,17
2952,7,2015,102,32
2953,7,2015,103,38
2954,7,2015,104,96
2955,7,2015,105,26
2956,7,2015,106,30
2957,7,2015,107,34
2958,7,2015,108,40
2959,7,2015,109,10
2960,7,2015,110,17
2961,7,2015,111,21
2962,7,2015,112,16
2963,7,2015,201,9
2964,7,2015,202,3
2965,7,2015,203,4
2966,7,2015,204,9
2967,7,2015,205,2
2968,7,2015,206,9
2969,7,2015,207,5
2970,7,2015,208,3
2971,7,2015,209,7
2972,7,2015,210,2
2973,7,2015,211,14
2974,7,2015,212,10
2975,7,2015,301,32
2976,7,2015,302,18
2977,7,2015,303,56
2978,7,2015,304,34
2979,7,2015,305,7
2980,7,2015,306,14
2981,7,2015,307,14
2982,7,2015,308,26
2983,7,2015,309,17
2984,7,2015,310,12
2985,7,2015,311,6
2986,7,2015,312,17
2987,7,2015,313,7
2988,7,2015,314,12
2989,7,2015,315,12
2990,7,2015,316,7
2991,7,2015,317,7
2992,7,2015,318,5
2993,7,2015,401,31
2994,7,2015,402,23
2995,7,2015,403,3
2996,7,2015,404,15
2997,7,2015,405,14
2998,7,2015,406,11
2999,7,2015,407,41
3000,7,2015,408,14
3001,7,2015,409,5
3002,7,2015,410,6
3003,7,2015,411,14
3004,7,2015,412,16
3005,7,2015,413,10
3006,7,2015,414,4
3007,7,2016,101,35
3008,7,2016,102,32
3009,7,2016,103,30
3010,7,2016,104,31
3011,7,2016,105,64
3012,7,2016,106,19
3013,7,2016,107,28
3014,7,2016,108,39
3015,7,2016,109,7
3016,7,2016,110,18
3017,7,2016,111,7
3018,7,2016,112,12
3019,7,2016,201,15
3020,7,2016,202,4
3021,7,2016,203,8
3022,7,2016,204,9
3023,7,2016,205,5
3024,7,2016,206,4
3025,7,2016,207,8
3026,7,2016,208,6
3027,7,2016,209,6
3028,7,2016,210,12
3029,7,2016,211,2
3030,7,2016,212,6
3031,7,2016,301,35
3032,7,2016,302,13
3033,7,2016,303,43
3034,7,2016,304,28
3035,7,2016,305,16
3036,7,2016,306,15
3037,7,2016,307,7
3038,7,2016,308,14
3039,7,2016,309,20
3040,7,2016,310,23
3041,7,2016,311,7
3042,7,2016,312,15
3043,7,2016,313,5
3044,7,2016,314,19
3045,7,2016,315,17
3046,7,2016,316,30
3047,7,2016,317,21
3048,7,2016,318,5
3049,7,2016,401,21
3050,7,2016,402,37
3051,7,2016,403,18
3052,7,2016,404,10
3053,7,2016,405,26
3054,7,2016,406,14
3055,7,2016,407,40
3056,7,2016,408,27
3057,7,2016,409,27
3058,7,2016,410,24
3059,7,2016,411,17
3060,7,2016,412,27
3061,7,2016,413,24
3062,7,2016,414,18
3063,7,2017,101,17
3064,7,2017,102,30
3065,7,2017,103,27
3066,7,2017,104,27
3067,7,2017,105,34
3068,7,2017,106,23
3069,7,2017,107,22
3070,7,2017,108,36
3071,7,2017,109,17
3072,7,2017,110,22
3073,7,2017,111,26
3074,7,2017,112,23
3075,7,2017,201,6
3076,7,2017,202,6
3077,7,2017,203,5
3078,7,2017,204,7
3079,7,2017,205,8
3080,7,2017,206,16
3081,7,2017,207,4
3082,7,2017,208,1
3083,7,2017,209,6
3084,7,2017,210,3
3085,7,2017,211,3
3086,7,2017,212,7
3087,7,2017,301,40
3088,7,2017,302,20
3089,7,2017,303,41
3090,7,2017,304,18
3091,7,2017,305,20
3092,7,2017,306,27
3093,7,2017,307,12
3094,7,2017,308,33
3095,7,2017,309,14
3096,7,2017,310,22
3097,7,2017,311,18
3098,7,2017,312,14
3099,7,2017,313,9
3100,7,2017,314,13
3101,7,2017,315,23
3102,7,2017,316,15
3103,7,2017,317,24
3104,7,2017,318,18
3105,7,2017,401,22
3106,7,2017,402,22
3107,7,2017,403,19
3108,7,2017,404,31
3109,7,2017,405,25
3110,7,2017,406,16
3111,7,2017,407,73
3112,7,2017,408,25
3113,7,2017,409,12
3114,7,2017,410,16
3115,7,2017,411,51
3116,7,2017,412,27
3117,7,2017,413,22
3118,7,2017,414,13
3119,7,2018,101,20
3120,7,2018,102,35
3121,7,2018,103,36
3122,7,2018,104,34
3123,7,2018,105,41
3124,7,2018,106,33
3125,7,2018,107,22
3126,7,2018,108,37
3127,7,2018,109,12
3128,7,2018,110,22
3129,7,2018,111,14
3130,7,2018,112,18
3131,7,2018,201,10
3132,7,2018,202,7
3133,7,2018,203,7
3134,7,2018,204,8
3135,7,2018,205,4
3136,7,2018,206,1
3137,7,2018,207,12
3138,7,2018,208,1
3139,7,2018,209,9
3140,7,2018,210,9
3141,7,2018,211,6
3142,7,2018,212,7
3143,7,2018,301,67
3144,7,2018,302,43
3145,7,2018,303,55
3146,7,2018,304,37
3147,7,2018,305,25
3148,7,2018,306,21
3149,7,2018,307,21
3150,7,2018,308,22
3151,7,2018,309,25
3152,7,2018,310,17
3153,7,2018,311,17
3154,7,2018,312,37
3155,7,2018,313,14
3156,7,2018,314,16
3157,7,2018,315,22
3158,7,2018,316,14
3159,7,2018,317,39
3160,7,2018,318,26
3161,7,2018,401,38
3162,7,2018,402,22
3163,7,2018,403,14
3164,7,2018,404,16
3165,7,2018,405,26
3166,7,2018,406,9
3167,7,2018,407,65
3168,7,2018,408,18
3169,7,2018,409,23
3170,7,2018,410,23
3171,7,2018,411,36
3172,7,2018,412,36
3173,7,2018,413,37
3174,7,2018,414,31
3175,8,2010,111,1
3176,8,2010,201,1
3177,8,2010,412,1
3178,8,2011,101,5
3179,8,2011,102,24
3180,8,2011,103,10
3181,8,2011,104,11
3182,8,2011,105,24
3183,8,2011,106,11
3184,8,2011,107,21
3185,8,2011,108,19
3186,8,2011,109,3
3187,8,2011,110,3
3188,8,2011,111,2
3189,8,2011,112,3
3190,8,2011,201,2
3191,8,2011,203,1
3192,8,2011,204,1
3193,8,2011,206,1
3194,8,2011,207,2
3195,8,2011,208,2
3196,8,2011,209,3
3197,8,2011,211,2
3198,8,2011,212,1
3199,8,2011,301,1
3200,8,2011,302,5
3201,8,2011,303,1
3202,8,2011,304,2
3203,8,2011,305,2
3204,8,2011,306,9
3205,8,2011,307,3
3206,8,2011,308,2
3207,8,2011,309,1
3208,8,2011,310,1
3209,8,2011,314,1
3210,8,2011,315,3
3211,8,2011,316,2
3212,8,2011,317,1
3213,8,2011,401,3
3214,8,2011,402,5
3215,8,2011,403,8
3216,8,2011,405,4
3217,8,2011,406,1
3218,8,2011,407,11
3219,8,2011,408,3
3220,8,2011,409,3
3221,8,2011,410,7
3222,8,2011,411,1
3223,8,2011,412,4
3224,8,2011,414,2
3225,8,2012,101,16
3226,8,2012,102,15
3227,8,2012,103,26
3228,8,2012,104,20
3229,8,2012,105,25
3230,8,2012,106,21
3231,8,2012,107,25
3232,8,2012,108,26
3233,8,2012,109,11
3234,8,2012,110,6
3235,8,2012,111,6
3236,8,2012,112,10
3237,8,2012,201,2
3238,8,2012,202,1
3239,8,2012,203,1
3240,8,2012,204,1
3241,8,2012,205,1
3242,8,2012,206,6
3243,8,2012,207,2
3244,8,2012,208,5
3245,8,2012,210,2
3246,8,2012,211,1
3247,8,2012,301,10
3248,8,2012,302,4
3249,8,2012,303,6
3250,8,2012,304,2
3251,8,2012,306,7
3252,8,2012,307,6
3253,8,2012,308,4
3254,8,2012,309,1
3255,8,2012,310,5
3256,8,2012,311,5
3257,8,2012,312,5
3258,8,2012,313,2
3259,8,2012,314,2
3260,8,2012,315,7
3261,8,2012,316,1
3262,8,2012,318,2
3263,8,2012,401,11
3264,8,2012,402,12
3265,8,2012,403,4
3266,8,2012,404,1
3267,8,2012,405,5
3268,8,2012,406,2
3269,8,2012,407,12
3270,8,2012,408,12
3271,8,2012,409,3
3272,8,2012,410,4
3273,8,2012,411,5
3274,8,2012,412,2
3275,8,2012,413,4
3276,8,2012,414,2
3277,8,2012,481,1
3278,8,2013,101,25
3279,8,2013,102,32
3280,8,2013,103,18
3281,8,2013,104,20
3282,8,2013,105,27
3283,8,2013,106,19
3284,8,2013,107,30
3285,8,2013,108,34
3286,8,2013,109,9
3287,8,2013,110,12
3288,8,2013,111,6
3289,8,2013,112,9
3290,8,2013,203,3
3291,8,2013,205,2
3292,8,2013,207,2
3293,8,2013,208,1
3294,8,2013,210,1
3295,8,2013,211,1
3296,8,2013,212,1
3297,8,2013,301,11
3298,8,2013,302,11
3299,8,2013,303,2
3300,8,2013,304,2
3301,8,2013,305,4
3302,8,2013,306,5
3303,8,2013,307,3
3304,8,2013,308,2
3305,8,2013,310,7
3306,8,2013,311,9
3307,8,2013,312,6
3308,8,2013,313,2
3309,8,2013,314,3
3310,8,2013,315,4
3311,8,2013,316,1
3312,8,2013,317,1
3313,8,2013,318,3
3314,8,2013,401,4
3315,8,2013,402,9
3316,8,2013,403,9
3317,8,2013,404,3
3318,8,2013,405,4
3319,8,2013,406,8
3320,8,2013,407,15
3321,8,2013,408,7
3322,8,2013,409,4
3323,8,2013,410,4
3324,8,2013,411,4
3325,8,2013,412,3
3326,8,2013,413,4
3327,8,2013,414,16
3328,8,2014,101,21
3329,8,2014,102,32
3330,8,2014,103,22
3331,8,2014,104,23
3332,8,2014,105,18
3333,8,2014,106,27
3334,8,2014,107,15
3335,8,2014,108,33
3336,8,2014,109,4
3337,8,2014,110,8
3338,8,2014,111,8
3339,8,2014,112,8
3340,8,2014,201,4
3341,8,2014,202,5
3342,8,2014,203,6
3343,8,2014,204,2
3344,8,2014,205,2
3345,8,2014,206,3
3346,8,2014,207,5
3347,8,2014,208,1
3348,8,2014,209,1
3349,8,2014,210,2
3350,8,2014,211,2
3351,8,2014,212,3
3352,8,2014,301,15
3353,8,2014,302,12
3354,8,2014,303,24
3355,8,2014,304,7
3356,8,2014,305,1
3357,8,2014,306,10
3358,8,2014,307,7
3359,8,2014,308,2
3360,8,2014,309,7
3361,8,2014,310,4
3362,8,2014,311,4
3363,8,2014,312,3
3364,8,2014,314,3
3365,8,2014,315,8
3366,8,2014,316,1
3367,8,2014,317,1
3368,8,2014,318,6
3369,8,2014,401,22
3370,8,2014,402,19
3371,8,2014,403,10
3372,8,2014,404,9
3373,8,2014,405,6
3374,8,2014,406,13
3375,8,2014,407,18
3376,8,2014,408,6
3377,8,2014,409,6
3378,8,2014,410,3
3379,8,2014,411,5
3380,8,2014,412,5
3381,8,2014,413,5
3382,8,2014,414,3
3383,8,2015,101,14
3384,8,2015,102,38
3385,8,2015,103,43
3386,8,2015,104,28
3387,8,2015,105,29
3388,8,2015,106,39
3389,8,2015,107,27
3390,8,2015,108,37
3391,8,2015,109,10
3392,8,2015,110,15
3393,8,2015,111,11
3394,8,2015,112,13
3395,8,2015,201,3
3396,8,2015,202,3
3397,8,2015,203,3
3398,8,2015,204,6
3399,8,2015,205,5
3400,8,2015,206,4
3401,8,2015,207,4
3402,8,2015,208,3
3403,8,2015,209,2
3404,8,2015,210,2
3405,8,2015,211,5
3406,8,2015,212,6
3407,8,2015,301,49
3408,8,2015,302,27
3409,8,2015,303,38
3410,8,2015,304,14
3411,8,2015,305,7
3412,8,2015,306,19
3413,8,2015,307,13
3414,8,2015,308,16
3415,8,2015,309,4
3416,8,2015,310,8
3417,8,2015,311,2
3418,8,2015,312,11
3419,8,2015,313,3
3420,8,2015,314,7
3421,8,2015,315,7
3422,8,2015,316,1
3423,8,2015,317,9
3424,8,2015,318,3
3425,8,2015,401,14
3426,8,2015,402,17
3427,8,2015,403,5
3428,8,2015,404,11
3429,8,2015,405,13
3430,8,2015,406,6
3431,8,2015,407,22
3432,8,2015,408,7
3433,8,2015,409,4
3434,8,2015,410,4
3435,8,2015,411,8
3436,8,2015,412,7
3437,8,2015,413,6
3438,8,2015,414,6
3439,8,2016,101,14
3440,8,2016,102,33
3441,8,2016,103,30
3442,8,2016,104,41
3443,8,2016,105,60
3444,8,2016,106,31
3445,8,2016,107,23
3446,8,2016,108,33
3447,8,2016,109,18
3448,8,2016,110,22
3449,8,2016,111,12
3450,8,2016,112,18
3451,8,2016,201,9
3452,8,2016,202,3
3453,8,2016,203,2
3454,8,2016,204,13
3455,8,2016,205,4
3456,8,2016,206,5
3457,8,2016,207,9
3458,8,2016,208,3
3459,8,2016,209,5
3460,8,2016,210,4
3461,8,2016,211,10
3462,8,2016,212,13
3463,8,2016,301,30
3464,8,2016,302,26
3465,8,2016,303,28
3466,8,2016,304,14
3467,8,2016,305,7
3468,8,2016,306,17
3469,8,2016,307,13
3470,8,2016,308,18
3471,8,2016,309,18
3472,8,2016,310,16
3473,8,2016,311,10
3474,8,2016,312,19
3475,8,2016,313,5
3476,8,2016,314,14
3477,8,2016,315,18
3478,8,2016,316,15
3479,8,2016,317,28
3480,8,2016,318,8
3481,8,2016,401,30
3482,8,2016,402,27
3483,8,2016,403,16
3484,8,2016,404,22
3485,8,2016,405,33
3486,8,2016,406,9
3487,8,2016,407,72
3488,8,2016,408,34
3489,8,2016,409,21
3490,8,2016,410,33
3491,8,2016,411,31
3492,8,2016,412,52
3493,8,2016,413,35
3494,8,2016,414,25
3495,8,2016,481,1
3496,8,2017,101,54
3497,8,2017,102,47
3498,8,2017,103,31
3499,8,2017,104,64
3500,8,2017,105,52
3501,8,2017,106,48
3502,8,2017,107,44
3503,8,2017,108,54
3504,8,2017,109,18
3505,8,2017,110,27
3506,8,2017,111,20
3507,8,2017,112,26
3508,8,2017,201,17
3509,8,2017,202,3
3510,8,2017,203,7
3511,8,2017,204,5
3512,8,2017,205,10
3513,8,2017,206,5
3514,8,2017,207,12
3515,8,2017,208,12
3516,8,2017,209,14
3517,8,2017,210,17
3518,8,2017,211,15
3519,8,2017,212,41
3520,8,2017,301,68
3521,8,2017,302,37
3522,8,2017,303,50
3523,8,2017,304,61
3524,8,2017,305,12
3525,8,2017,306,17
3526,8,2017,307,17
3527,8,2017,308,11
3528,8,2017,309,6
3529,8,2017,310,32
3530,8,2017,311,36
3531,8,2017,312,19
3532,8,2017,313,14
3533,8,2017,314,17
3534,8,2017,315,26
3535,8,2017,316,12
3536,8,2017,317,21
3537,8,2017,318,10
3538,8,2017,401,27
3539,8,2017,402,21
3540,8,2017,403,18
3541,8,2017,404,32
3542,8,2017,405,21
3543,8,2017,406,11
3544,8,2017,407,50
3545,8,2017,408,18
3546,8,2017,409,24
3547,8,2017,410,22
3548,8,2017,411,13
3549,8,2017,412,36
3550,8,2017,413,19
3551,8,2017,414,12
3552,8,2017,481,1
3553,8,2018,101,30
3554,8,2018,102,43
3555,8,2018,103,62
3556,8,2018,104,49
3557,8,2018,105,38
3558,8,2018,106,30
3559,8,2018,107,33
3560,8,2018,108,46
3561,8,2018,109,10
3562,8,2018,110,27
3563,8,2018,111,27
3564,8,2018,112,25
3565,8,2018,201,12
3566,8,2018,202,6
3567,8,2018,203,7
3568,8,2018,204,7
3569,8,2018,205,13
3570,8,2018,206,14
3571,8,2018,207,11
3572,8,2018,208,9
3573,8,2018,209,21
3574,8,2018,210,14
3575,8,2018,211,10
3576,8,2018,212,21
