,Month,Year,community_board_full,DHS
0,1,2010,101,1
1,1,2010,104,2
2,1,2010,105,1
3,1,2010,106,1
4,1,2010,107,1
5,1,2010,108,1
6,1,2010,109,5
7,1,2010,110,16
8,1,2010,111,11
9,1,2010,112,13
10,1,2010,201,66
11,1,2010,202,89
12,1,2010,203,71
13,1,2010,204,105
14,1,2010,205,111
15,1,2010,206,97
16,1,2010,207,77
17,1,2010,208,10
18,1,2010,209,139
19,1,2010,210,39
20,1,2010,211,70
21,1,2010,212,223
22,1,2010,301,1
23,1,2010,302,5
24,1,2010,303,200
25,1,2010,304,66
26,1,2010,305,233
27,1,2010,306,3
28,1,2010,307,2
29,1,2010,308,79
30,1,2010,309,25
31,1,2010,310,3
32,1,2010,311,7
33,1,2010,312,3
34,1,2010,313,13
35,1,2010,314,20
36,1,2010,316,132
37,1,2010,317,150
38,1,2010,318,48
39,1,2010,401,1
40,1,2010,402,1
41,1,2010,403,7
42,1,2010,404,6
43,1,2010,405,17
44,1,2010,406,2
45,1,2010,407,2
46,1,2010,408,2
47,1,2010,409,55
48,1,2010,410,45
49,1,2010,411,1
50,1,2010,412,221
51,1,2010,413,56
52,1,2010,414,152
53,1,2011,101,1
54,1,2011,103,1
55,1,2011,105,2
56,1,2011,108,1
57,1,2011,109,9
58,1,2011,110,21
59,1,2011,111,11
60,1,2011,112,22
61,1,2011,201,79
62,1,2011,202,81
63,1,2011,203,76
64,1,2011,204,107
65,1,2011,205,138
66,1,2011,206,105
67,1,2011,207,71
68,1,2011,208,10
69,1,2011,209,115
70,1,2011,210,25
71,1,2011,211,59
72,1,2011,212,215
73,1,2011,301,5
74,1,2011,302,6
75,1,2011,303,180
76,1,2011,304,60
77,1,2011,305,235
78,1,2011,306,3
79,1,2011,307,6
80,1,2011,308,68
81,1,2011,309,19
82,1,2011,310,3
83,1,2011,311,6
84,1,2011,312,3
85,1,2011,313,29
86,1,2011,314,44
87,1,2011,315,5
88,1,2011,316,128
89,1,2011,317,151
90,1,2011,318,39
91,1,2011,401,7
92,1,2011,403,14
93,1,2011,404,2
94,1,2011,405,32
95,1,2011,406,3
96,1,2011,407,6
97,1,2011,408,2
98,1,2011,409,64
99,1,2011,410,35
100,1,2011,412,200
101,1,2011,413,64
102,1,2011,414,128
103,1,2012,104,1
104,1,2012,105,4
105,1,2012,107,2
106,1,2012,109,1
107,1,2012,110,14
108,1,2012,111,15
109,1,2012,112,7
110,1,2012,201,28
111,1,2012,202,39
112,1,2012,203,36
113,1,2012,204,34
114,1,2012,205,62
115,1,2012,206,53
116,1,2012,207,40
117,1,2012,208,5
118,1,2012,209,73
119,1,2012,210,14
120,1,2012,211,45
121,1,2012,212,141
122,1,2012,301,2
123,1,2012,302,5
124,1,2012,303,118
125,1,2012,304,43
126,1,2012,305,149
127,1,2012,306,3
128,1,2012,307,10
129,1,2012,308,47
130,1,2012,309,11
131,1,2012,310,1
132,1,2012,312,3
133,1,2012,313,17
134,1,2012,314,9
135,1,2012,315,3
136,1,2012,316,71
137,1,2012,317,64
138,1,2012,318,28
139,1,2012,401,4
140,1,2012,403,4
141,1,2012,404,4
142,1,2012,405,16
143,1,2012,407,4
144,1,2012,408,4
145,1,2012,409,42
146,1,2012,410,28
147,1,2012,412,125
148,1,2012,413,31
149,1,2012,414,61
150,1,2013,110,2
151,1,2013,203,1
152,1,2013,207,1
153,1,2013,209,1
154,1,2013,210,1
155,1,2013,212,1
156,1,2013,304,2
157,1,2013,305,5
158,1,2013,308,1
159,1,2013,316,1
160,1,2013,318,1
161,1,2013,403,1
162,1,2013,412,1
163,1,2013,414,1
164,1,2014,101,1
165,1,2014,102,11
166,1,2014,103,7
167,1,2014,104,4
168,1,2014,105,21
169,1,2014,106,4
170,1,2014,107,19
171,1,2014,108,6
172,1,2014,109,9
173,1,2014,110,2
174,1,2014,111,3
175,1,2014,112,2
176,1,2014,201,1
177,1,2014,207,1
178,1,2014,208,1
179,1,2014,209,1
180,1,2014,210,1
181,1,2014,211,1
182,1,2014,212,3
183,1,2014,227,1
184,1,2014,302,2
185,1,2014,306,4
186,1,2014,308,4
187,1,2014,309,1
188,1,2014,313,2
189,1,2014,318,1
190,1,2014,401,3
191,1,2014,402,1
192,1,2014,403,1
193,1,2014,404,1
194,1,2014,405,2
195,1,2014,406,3
196,1,2014,407,2
197,1,2014,409,1
198,1,2014,412,1
199,1,2014,414,1
200,1,2015,101,14
201,1,2015,102,20
202,1,2015,103,10
203,1,2015,104,19
204,1,2015,105,34
205,1,2015,106,16
206,1,2015,107,9
207,1,2015,108,11
208,1,2015,109,8
209,1,2015,110,3
210,1,2015,111,4
211,1,2015,112,5
212,1,2015,201,5
213,1,2015,203,2
214,1,2015,205,2
215,1,2015,206,1
216,1,2015,207,1
217,1,2015,208,1
218,1,2015,211,1
219,1,2015,212,1
220,1,2015,301,3
221,1,2015,302,12
222,1,2015,303,2
223,1,2015,304,1
224,1,2015,305,3
225,1,2015,306,4
226,1,2015,307,2
227,1,2015,308,1
228,1,2015,310,5
229,1,2015,311,1
230,1,2015,313,1
231,1,2015,314,3
232,1,2015,315,1
233,1,2015,401,2
234,1,2015,403,7
235,1,2015,406,3
236,1,2015,407,1
237,1,2015,412,1
238,1,2015,414,1
239,1,2016,101,111
240,1,2016,102,96
241,1,2016,103,72
242,1,2016,104,122
243,1,2016,105,324
244,1,2016,106,66
245,1,2016,107,69
246,1,2016,108,53
247,1,2016,109,24
248,1,2016,110,31
249,1,2016,111,60
250,1,2016,112,6
251,1,2016,201,4
252,1,2016,204,1
253,1,2016,205,2
254,1,2016,206,3
255,1,2016,207,3
256,1,2016,208,3
257,1,2016,210,1
258,1,2016,211,3
259,1,2016,301,19
260,1,2016,302,13
261,1,2016,303,4
262,1,2016,304,4
263,1,2016,305,4
264,1,2016,306,10
265,1,2016,307,23
266,1,2016,308,2
267,1,2016,309,3
268,1,2016,310,7
269,1,2016,311,1
270,1,2016,312,3
271,1,2016,313,1
272,1,2016,314,11
273,1,2016,315,6
274,1,2016,317,1
275,1,2016,318,5
276,1,2016,401,9
277,1,2016,402,4
278,1,2016,403,2
279,1,2016,404,16
280,1,2016,405,4
281,1,2016,406,3
282,1,2016,407,5
283,1,2016,408,4
284,1,2016,409,2
285,1,2016,410,3
286,1,2016,412,5
287,1,2016,414,2
288,1,2018,110,1
289,2,2010,103,2
290,2,2010,107,2
291,2,2010,109,2
292,2,2010,110,22
293,2,2010,111,6
294,2,2010,112,10
295,2,2010,201,68
296,2,2010,202,78
297,2,2010,203,83
298,2,2010,204,107
299,2,2010,205,116
300,2,2010,206,96
301,2,2010,207,71
302,2,2010,208,7
303,2,2010,209,126
304,2,2010,210,17
305,2,2010,211,91
306,2,2010,212,242
307,2,2010,301,3
308,2,2010,302,2
309,2,2010,303,197
310,2,2010,304,62
311,2,2010,305,249
312,2,2010,306,5
313,2,2010,307,3
314,2,2010,308,78
315,2,2010,309,33
316,2,2010,310,3
317,2,2010,311,5
318,2,2010,312,4
319,2,2010,313,10
320,2,2010,314,24
321,2,2010,315,2
322,2,2010,316,152
323,2,2010,317,139
324,2,2010,318,46
325,2,2010,401,2
326,2,2010,402,4
327,2,2010,403,12
328,2,2010,404,3
329,2,2010,405,17
330,2,2010,406,1
331,2,2010,407,1
332,2,2010,408,3
333,2,2010,409,67
334,2,2010,410,26
335,2,2010,411,2
336,2,2010,412,239
337,2,2010,413,84
338,2,2010,414,134
339,2,2011,104,1
340,2,2011,106,1
341,2,2011,107,4
342,2,2011,108,2
343,2,2011,109,6
344,2,2011,110,21
345,2,2011,111,19
346,2,2011,112,22
347,2,2011,201,59
348,2,2011,202,71
349,2,2011,203,78
350,2,2011,204,125
351,2,2011,205,109
352,2,2011,206,83
353,2,2011,207,65
354,2,2011,208,11
355,2,2011,209,99
356,2,2011,210,24
357,2,2011,211,57
358,2,2011,212,163
359,2,2011,301,4
360,2,2011,302,5
361,2,2011,303,162
362,2,2011,304,79
363,2,2011,305,253
364,2,2011,306,3
365,2,2011,307,5
366,2,2011,308,71
367,2,2011,309,23
368,2,2011,311,10
369,2,2011,312,5
370,2,2011,313,18
371,2,2011,314,43
372,2,2011,315,2
373,2,2011,316,120
374,2,2011,317,108
375,2,2011,318,55
376,2,2011,401,2
377,2,2011,403,7
378,2,2011,404,8
379,2,2011,405,29
380,2,2011,406,3
381,2,2011,407,6
382,2,2011,408,4
383,2,2011,409,56
384,2,2011,410,30
385,2,2011,412,170
386,2,2011,413,49
387,2,2011,414,137
388,2,2011,484,1
389,2,2012,103,1
390,2,2012,105,1
391,2,2012,107,2
392,2,2012,109,2
393,2,2012,110,10
394,2,2012,111,4
395,2,2012,112,8
396,2,2012,201,27
397,2,2012,202,16
398,2,2012,203,43
399,2,2012,204,41
400,2,2012,205,53
401,2,2012,206,29
402,2,2012,207,28
403,2,2012,208,2
404,2,2012,209,49
405,2,2012,210,6
406,2,2012,211,19
407,2,2012,212,72
408,2,2012,301,1
409,2,2012,302,2
410,2,2012,303,62
411,2,2012,304,32
412,2,2012,305,101
413,2,2012,306,1
414,2,2012,307,3
415,2,2012,308,14
416,2,2012,309,14
417,2,2012,310,4
418,2,2012,311,4
419,2,2012,312,3
420,2,2012,313,12
421,2,2012,314,9
422,2,2012,315,1
423,2,2012,316,40
424,2,2012,317,40
425,2,2012,318,20
426,2,2012,401,7
427,2,2012,403,3
428,2,2012,404,2
429,2,2012,405,14
430,2,2012,407,2
431,2,2012,408,4
432,2,2012,409,21
433,2,2012,410,21
434,2,2012,412,71
435,2,2012,413,22
436,2,2012,414,53
437,2,2013,202,1
438,2,2013,207,1
439,2,2013,209,1
440,2,2013,212,1
441,2,2013,303,1
442,2,2013,305,3
443,2,2013,308,1
444,2,2013,316,1
445,2,2013,317,2
446,2,2013,412,3
447,2,2013,414,1
448,2,2014,101,2
449,2,2014,102,4
450,2,2014,103,9
451,2,2014,104,4
452,2,2014,105,9
453,2,2014,106,3
454,2,2014,107,6
455,2,2014,108,4
456,2,2014,109,7
457,2,2014,111,2
458,2,2014,202,2
459,2,2014,207,2
460,2,2014,301,1
461,2,2014,302,2
462,2,2014,304,1
463,2,2014,305,1
464,2,2014,306,6
465,2,2014,307,2
466,2,2014,308,4
467,2,2014,312,1
468,2,2014,313,2
469,2,2014,316,1
470,2,2014,318,1
471,2,2014,401,3
472,2,2014,402,1
473,2,2014,403,1
474,2,2014,406,1
475,2,2014,408,1
476,2,2014,409,1
477,2,2014,410,1
478,2,2014,412,2
479,2,2015,101,9
480,2,2015,102,29
481,2,2015,103,19
482,2,2015,104,13
483,2,2015,105,72
484,2,2015,106,9
485,2,2015,107,7
486,2,2015,108,11
487,2,2015,109,9
488,2,2015,110,1
489,2,2015,111,2
490,2,2015,112,2
491,2,2015,201,1
492,2,2015,205,2
493,2,2015,207,2
494,2,2015,210,1
495,2,2015,211,3
496,2,2015,212,1
497,2,2015,301,6
498,2,2015,302,6
499,2,2015,303,1
500,2,2015,304,1
501,2,2015,306,8
502,2,2015,307,1
503,2,2015,308,1
504,2,2015,309,3
505,2,2015,313,1
506,2,2015,315,1
507,2,2015,401,3
508,2,2015,402,2
509,2,2015,403,1
510,2,2015,404,1
511,2,2015,406,2
512,2,2015,407,1
513,2,2016,101,166
514,2,2016,102,49
515,2,2016,103,25
516,2,2016,104,52
517,2,2016,105,185
518,2,2016,106,41
519,2,2016,107,183
520,2,2016,108,61
521,2,2016,109,15
522,2,2016,110,12
523,2,2016,111,13
524,2,2016,112,9
525,2,2016,164,1
526,2,2016,202,1
527,2,2016,204,2
528,2,2016,205,2
529,2,2016,206,1
530,2,2016,207,1
531,2,2016,208,1
532,2,2016,210,1
533,2,2016,212,1
534,2,2016,226,1
535,2,2016,301,6
536,2,2016,302,9
537,2,2016,303,3
538,2,2016,304,4
539,2,2016,305,2
540,2,2016,306,9
541,2,2016,307,2
542,2,2016,308,2
543,2,2016,309,1
544,2,2016,310,2
545,2,2016,311,1
546,2,2016,312,3
547,2,2016,313,3
548,2,2016,314,2
549,2,2016,315,2
550,2,2016,317,1
551,2,2016,401,4
552,2,2016,402,1
553,2,2016,403,1
554,2,2016,404,7
555,2,2016,405,4
556,2,2016,406,5
557,2,2016,407,4
558,2,2016,408,1
559,2,2016,409,2
560,2,2016,410,3
561,2,2016,411,1
562,2,2016,412,1
563,2,2016,414,2
564,3,2010,101,1
565,3,2010,103,2
566,3,2010,104,1
567,3,2010,105,2
568,3,2010,107,2
569,3,2010,108,1
570,3,2010,109,5
571,3,2010,110,17
572,3,2010,111,8
573,3,2010,112,12
574,3,2010,201,72
575,3,2010,202,103
576,3,2010,203,98
577,3,2010,204,154
578,3,2010,205,122
579,3,2010,206,110
580,3,2010,207,73
581,3,2010,208,12
582,3,2010,209,117
583,3,2010,210,24
584,3,2010,211,79
585,3,2010,212,190
586,3,2010,227,1
587,3,2010,301,2
588,3,2010,302,3
589,3,2010,303,201
590,3,2010,304,75
591,3,2010,305,276
592,3,2010,306,3
593,3,2010,307,12
594,3,2010,308,82
595,3,2010,309,22
596,3,2010,310,4
597,3,2010,311,4
598,3,2010,312,9
599,3,2010,313,13
600,3,2010,314,43
601,3,2010,315,2
602,3,2010,316,150
603,3,2010,317,132
604,3,2010,318,57
605,3,2010,401,3
606,3,2010,403,9
607,3,2010,404,4
608,3,2010,405,22
609,3,2010,406,3
610,3,2010,407,3
611,3,2010,408,2
612,3,2010,409,77
613,3,2010,410,46
614,3,2010,411,5
615,3,2010,412,206
616,3,2010,413,82
617,3,2010,414,144
618,3,2011,101,2
619,3,2011,103,2
620,3,2011,106,1
621,3,2011,107,1
622,3,2011,109,7
623,3,2011,110,29
624,3,2011,111,26
625,3,2011,112,33
626,3,2011,201,93
627,3,2011,202,69
628,3,2011,203,91
629,3,2011,204,123
630,3,2011,205,154
631,3,2011,206,131
632,3,2011,207,65
633,3,2011,208,10
634,3,2011,209,150
635,3,2011,210,40
636,3,2011,211,101
637,3,2011,212,252
638,3,2011,301,4
639,3,2011,302,12
640,3,2011,303,208
641,3,2011,304,92
642,3,2011,305,369
643,3,2011,306,3
644,3,2011,307,9
645,3,2011,308,108
646,3,2011,309,38
647,3,2011,310,1
648,3,2011,311,12
649,3,2011,312,4
650,3,2011,313,20
651,3,2011,314,36
652,3,2011,315,9
653,3,2011,316,153
654,3,2011,317,157
655,3,2011,318,71
656,3,2011,401,6
657,3,2011,402,2
658,3,2011,403,14
659,3,2011,404,9
660,3,2011,405,42
661,3,2011,406,2
662,3,2011,407,6
663,3,2011,408,7
664,3,2011,409,68
665,3,2011,410,46
666,3,2011,412,222
667,3,2011,413,76
668,3,2011,414,128
669,3,2011,484,1
670,3,2012,102,1
671,3,2012,106,1
672,3,2012,110,6
673,3,2012,111,11
674,3,2012,112,4
675,3,2012,201,15
676,3,2012,202,10
677,3,2012,203,14
678,3,2012,204,35
679,3,2012,205,18
680,3,2012,206,19
681,3,2012,207,8
682,3,2012,208,3
683,3,2012,209,14
684,3,2012,210,2
685,3,2012,211,13
686,3,2012,212,41
687,3,2012,302,1
688,3,2012,303,24
689,3,2012,304,13
690,3,2012,305,69
691,3,2012,307,2
692,3,2012,308,13
693,3,2012,309,5
694,3,2012,311,1
695,3,2012,312,3
696,3,2012,313,3
697,3,2012,314,3
698,3,2012,315,2
699,3,2012,316,31
700,3,2012,317,26
701,3,2012,318,7
702,3,2012,404,3
703,3,2012,405,6
704,3,2012,407,1
705,3,2012,408,1
706,3,2012,409,10
707,3,2012,410,5
708,3,2012,412,44
709,3,2012,413,17
710,3,2012,414,27
711,3,2013,202,2
712,3,2013,205,1
713,3,2013,206,2
714,3,2013,209,1
715,3,2013,313,1
716,3,2013,314,1
717,3,2013,317,1
718,3,2013,404,1
719,3,2013,405,1
720,3,2013,412,5
721,3,2013,414,1
722,3,2014,101,3
723,3,2014,102,7
724,3,2014,103,2
725,3,2014,104,4
726,3,2014,105,11
727,3,2014,106,4
728,3,2014,107,4
729,3,2014,108,10
730,3,2014,109,8
731,3,2014,110,1
732,3,2014,111,2
733,3,2014,112,4
734,3,2014,202,2
735,3,2014,207,1
736,3,2014,208,1
737,3,2014,212,2
738,3,2014,301,1
739,3,2014,302,2
740,3,2014,303,2
741,3,2014,305,1
742,3,2014,308,2
743,3,2014,309,1
744,3,2014,310,1
745,3,2014,311,2
746,3,2014,313,5
747,3,2014,316,2
748,3,2014,317,1
749,3,2014,401,1
750,3,2014,408,1
751,3,2014,412,6
752,3,2015,101,7
753,3,2015,102,20
754,3,2015,103,9
755,3,2015,104,16
756,3,2015,105,71
757,3,2015,106,10
758,3,2015,107,17
759,3,2015,108,3
760,3,2015,109,6
761,3,2015,111,12
762,3,2015,201,1
763,3,2015,202,1
764,3,2015,207,1
765,3,2015,208,1
766,3,2015,209,1
767,3,2015,301,4
768,3,2015,302,7
769,3,2015,303,2
770,3,2015,304,1
771,3,2015,305,1
772,3,2015,306,3
773,3,2015,308,2
774,3,2015,311,3
775,3,2015,312,1
776,3,2015,313,4
777,3,2015,314,2
778,3,2015,315,2
779,3,2015,316,2
780,3,2015,317,2
781,3,2015,318,1
782,3,2015,401,4
783,3,2015,402,3
784,3,2015,403,1
785,3,2015,404,1
786,3,2015,406,3
787,3,2015,408,1
788,3,2015,412,2
789,3,2016,101,91
790,3,2016,102,282
791,3,2016,103,220
792,3,2016,104,396
793,3,2016,105,968
794,3,2016,106,167
795,3,2016,107,465
796,3,2016,108,225
797,3,2016,109,91
798,3,2016,110,123
799,3,2016,111,148
800,3,2016,112,19
801,3,2016,164,2
802,3,2016,201,7
803,3,2016,202,3
804,3,2016,203,4
805,3,2016,204,6
806,3,2016,205,2
807,3,2016,206,2
808,3,2016,207,4
809,3,2016,208,1
810,3,2016,209,4
811,3,2016,210,5
812,3,2016,211,6
813,3,2016,212,7
814,3,2016,301,15
815,3,2016,302,28
816,3,2016,303,9
817,3,2016,304,12
818,3,2016,305,6
819,3,2016,306,5
820,3,2016,307,31
821,3,2016,308,6
822,3,2016,309,3
823,3,2016,310,2
824,3,2016,312,6
825,3,2016,313,16
826,3,2016,314,9
827,3,2016,315,3
828,3,2016,316,2
829,3,2016,317,2
830,3,2016,318,4
831,3,2016,401,15
832,3,2016,402,6
833,3,2016,403,1
834,3,2016,404,15
835,3,2016,405,3
836,3,2016,406,6
837,3,2016,407,7
838,3,2016,408,2
839,3,2016,409,3
840,3,2016,410,4
841,3,2016,411,1
842,3,2016,412,6
843,3,2016,413,1
844,3,2016,414,9
845,3,2016,483,1
846,3,2019,101,6
847,3,2019,102,8
848,3,2019,103,4
849,3,2019,104,6
850,3,2019,105,35
851,3,2019,106,6
852,3,2019,107,14
853,3,2019,108,10
854,3,2019,110,3
855,3,2019,111,1
856,3,2019,112,5
857,3,2019,201,2
858,3,2019,202,1
859,3,2019,203,1
860,3,2019,204,1
861,3,2019,206,1
862,3,2019,207,1
863,3,2019,208,1
864,3,2019,211,1
865,3,2019,301,3
866,3,2019,302,5
867,3,2019,304,5
868,3,2019,305,1
869,3,2019,306,7
870,3,2019,307,2
871,3,2019,308,1
872,3,2019,310,3
873,3,2019,311,1
874,3,2019,312,1
875,3,2019,313,2
876,3,2019,314,5
877,3,2019,315,1
878,3,2019,317,2
879,3,2019,318,1
880,3,2019,401,3
881,3,2019,402,1
882,3,2019,403,1
883,3,2019,405,1
884,3,2019,406,2
885,3,2019,408,1
886,3,2019,412,1
887,4,2010,103,3
888,4,2010,104,2
889,4,2010,107,2
890,4,2010,109,9
891,4,2010,110,16
892,4,2010,111,5
893,4,2010,112,5
894,4,2010,201,60
895,4,2010,202,77
896,4,2010,203,62
897,4,2010,204,105
898,4,2010,205,127
899,4,2010,206,95
900,4,2010,207,68
901,4,2010,208,12
902,4,2010,209,101
903,4,2010,210,21
904,4,2010,211,87
905,4,2010,212,232
906,4,2010,301,3
907,4,2010,302,5
908,4,2010,303,162
909,4,2010,304,66
910,4,2010,305,229
911,4,2010,306,2
912,4,2010,307,5
913,4,2010,308,82
914,4,2010,309,11
915,4,2010,310,2
916,4,2010,311,8
917,4,2010,312,4
918,4,2010,313,8
919,4,2010,314,17
920,4,2010,315,2
921,4,2010,316,140
922,4,2010,317,126
923,4,2010,318,32
924,4,2010,401,1
925,4,2010,403,6
926,4,2010,404,13
927,4,2010,405,12
928,4,2010,406,4
929,4,2010,407,5
930,4,2010,408,7
931,4,2010,409,75
932,4,2010,410,45
933,4,2010,412,227
934,4,2010,413,94
935,4,2010,414,137
936,4,2011,101,2
937,4,2011,103,1
938,4,2011,104,1
939,4,2011,105,1
940,4,2011,109,5
941,4,2011,110,13
942,4,2011,111,6
943,4,2011,112,20
944,4,2011,201,51
945,4,2011,202,49
946,4,2011,203,59
947,4,2011,204,88
948,4,2011,205,101
949,4,2011,206,90
950,4,2011,207,67
951,4,2011,208,10
952,4,2011,209,123
953,4,2011,210,17
954,4,2011,211,79
955,4,2011,212,185
956,4,2011,227,1
957,4,2011,301,1
958,4,2011,302,2
959,4,2011,303,151
960,4,2011,304,58
961,4,2011,305,278
962,4,2011,306,2
963,4,2011,307,12
964,4,2011,308,65
965,4,2011,309,23
966,4,2011,311,5
967,4,2011,312,5
968,4,2011,313,16
969,4,2011,314,35
970,4,2011,315,5
971,4,2011,316,111
972,4,2011,317,125
